Season,Player,From_Club,To_Club,From_League,To_League,Fee
22/23,Benoît Badiashile,as-monaco,fc-chelsea,FR1,GB1,38000000.0
22/23,Noni Madueke,psv-eindhoven,fc-chelsea,NL1,GB1,35000000.0
22/23,Malo Gusto,olympique-lyon,fc-chelsea,FR1,GB1,30000000.0
22/23,Carney Chukwuemeka,aston-villa,fc-chelsea,GB1,GB1,18000000.0
22/23,Cesare Casadei,inter-mailand,fc-chelsea,IT1,GB1,14860000.0
22/23,Andrey Santos,vasco-da-gama-rio-de-janeiro,fc-chelsea,BRA1,GB1,12500000.0
22/23,Pierre-Emerick Aubameyang,fc-barcelona,fc-chelsea,ES1,GB1,12000000.0
22/23,David Datro Fofana,molde-fk,fc-chelsea,NO1,GB1,12000000.0
22/23,Gabriel Slonina,chicago-fire-fc,fc-chelsea,MLS1,GB1,9090000.0
22/23,Timo Werner,fc-chelsea,rasenballsport-leipzig,GB1,L1,20000000.0
22/23,Emerson,fc-chelsea,west-ham-united,GB1,GB1,15400000.0
22/23,Jorginho,fc-chelsea,fc-arsenal,GB1,GB1,11300000.0
22/23,Billy Gilmour,fc-chelsea,brighton-amp-hove-albion,GB1,GB1,8300000.000000001
22/23,Michy Batshuayi,fc-chelsea,fenerbahce-istanbul,GB1,TR1,3500000.0
22/23,Kenedy,fc-chelsea,real-valladolid,GB1,ES1,500000.0
22/23,Cheick Doucouré,rc-lens,crystal-palace,FR1,GB1,22600000.0
22/23,Naouirou Ahamada,vfb-stuttgart,crystal-palace,L1,GB1,12000000.0
22/23,Chris Richards,fc-bayern-munchen,crystal-palace,L1,GB1,12000000.0
22/23,Christian Benteke,crystal-palace,d-c-united,GB1,MLS1,5460000.0
22/23,Amadou Onana,losc-lille,fc-everton,FR1,GB1,35000000.0
22/23,Dwight McNeil,fc-burnley,fc-everton,GB2,GB1,17000000.0
22/23,Neal Maupay,brighton-amp-hove-albion,fc-everton,GB1,GB1,11800000.0
22/23,James Garner,manchester-united,fc-everton,GB1,GB1,10400000.0
22/23,Idrissa Gueye,fc-paris-saint-germain,fc-everton,FR1,GB1,4000000.0
22/23,Richarlison,fc-everton,tottenham-hotspur,GB1,GB1,58000000.0
22/23,Anthony Gordon,fc-everton,newcastle-united,GB1,GB1,45600000.0
22/23,João Palhinha,sporting-lissabon,fc-fulham,PO1,GB1,21000000.0
22/23,Issa Diop,west-ham-united,fc-fulham,GB1,GB1,17800000.0
22/23,Saša Lukić,fc-turin,fc-fulham,IT1,GB1,9800000.0
22/23,Andreas Pereira,manchester-united,fc-fulham,GB1,GB1,9500000.0
22/23,Kevin Mbabu,vfl-wolfsburg,fc-fulham,L1,GB1,5500000.0
22/23,Carlos Vinícius,benfica-lissabon,fc-fulham,PO1,GB1,5000000.0
22/23,Bernd Leno,fc-arsenal,fc-fulham,GB1,GB1,3600000.0
22/23,Frank Anguissa,fc-fulham,ssc-neapel,GB1,IT1,16000000.0
22/23,Fábio Carvalho,fc-fulham,fc-liverpool,GB1,GB1,5900000.0
22/23,Georginio Rutter,tsg-1899-hoffenheim,leeds-united,L1,GB1,34000000.0
22/23,Brenden Aaronson,red-bull-salzburg,leeds-united,A1,GB1,32840000.000000004
22/23,Luis Sinisterra,feyenoord-rotterdam,leeds-united,NL1,GB1,25000000.0
22/23,Tyler Adams,rasenballsport-leipzig,leeds-united,L1,GB1,17000000.0
22/23,Rasmus Kristensen,red-bull-salzburg,leeds-united,A1,GB1,13000000.0
22/23,Maximilian Wöber,red-bull-salzburg,leeds-united,A1,GB1,12000000.0
22/23,Marc Roca,fc-bayern-munchen,leeds-united,L1,GB1,12000000.0
22/23,Darko Gyabi,manchester-city-u23,leeds-united,,GB1,5800000.0
22/23,Wilfried Gnonto,fc-zurich,leeds-united,C1,GB1,4500000.0
22/23,Raphinha,leeds-united,fc-barcelona,GB1,ES1,58000000.0
22/23,Kalvin Phillips,leeds-united,manchester-city,GB1,GB1,49000000.0
22/23,Leif Davis,leeds-united,ipswich-town,GB1,GB3,1200000.0
22/23,Mateusz Bogusz,leeds-united,los-angeles-fc,GB1,MLS1,1000000.0
22/23,Harry Souttar,stoke-city,leicester-city,GB2,GB1,17000000.0
22/23,Wout Faes,stade-reims,leicester-city,FR1,GB1,17000000.0
22/23,Victor Kristiansen,fc-kopenhagen,leicester-city,DKMR,GB1,14000000.0
22/23,Wesley Fofana,leicester-city,fc-chelsea,GB1,GB1,80400000.0
22/23,Kasper Schmeichel,leicester-city,ogc-nizza,GB1,FR1,1000000.0
22/23,Darwin Núñez,benfica-lissabon,fc-liverpool,PO1,GB1,85000000.0
22/23,Cody Gakpo,psv-eindhoven,fc-liverpool,NL1,GB1,42000000.0
22/23,Fábio Carvalho,fc-fulham,fc-liverpool,GB1,GB1,5900000.0
22/23,Calvin Ramsay,aberdeen-fc,fc-liverpool,SC1,GB1,4900000.0
22/23,Sadio Mané,fc-liverpool,fc-bayern-munchen,GB1,L1,32000000.0
22/23,Neco Williams,fc-liverpool,nottingham-forest,GB1,GB1,20000000.0
22/23,Takumi Minamino,fc-liverpool,as-monaco,GB1,FR1,15000000.0
22/23,Marko Grujic,fc-liverpool,fc-porto,GB1,PO1,9000000.0
22/23,Ben Davies,fc-liverpool,glasgow-rangers,GB1,SC1,4700000.0
22/23,Erling Haaland,borussia-dortmund,manchester-city,L1,GB1,60000000.0
22/23,Kalvin Phillips,leeds-united,manchester-city,GB1,GB1,49000000.0
22/23,Manuel Akanji,borussia-dortmund,manchester-city,L1,GB1,20000000.0
22/23,Sergio Gómez,rsc-anderlecht,manchester-city,BE1,GB1,15000000.0
22/23,Máximo Perrone,club-atletico-velez-sarsfield,manchester-city,AR1N,GB1,11000000.0
22/23,Raheem Sterling,manchester-city,fc-chelsea,GB1,GB1,56200000.0
22/23,Gabriel Jesus,manchester-city,fc-arsenal,GB1,GB1,52200000.0
22/23,Oleksandr Zinchenko,manchester-city,fc-arsenal,GB1,GB1,35000000.0
22/23,Pedro Porro,manchester-city,sporting-lissabon,GB1,PO1,8770000.0
22/23,Ko Itakura,manchester-city,borussia-monchengladbach,GB1,L1,5000000.0
22/23,Arijanet Muric,manchester-city,fc-burnley,GB1,GB2,3000000.0
22/23,Diego Rosa,manchester-city,esporte-clube-bahia,GB1,BRA1,2000000.0
22/23,Antony,ajax-amsterdam,manchester-united,NL1,GB1,95000000.0
22/23,Casemiro,real-madrid,manchester-united,ES1,GB1,70650000.0
22/23,Lisandro Martínez,ajax-amsterdam,manchester-united,NL1,GB1,57370000.0
22/23,Tyrell Malacia,feyenoord-rotterdam,manchester-united,NL1,GB1,15000000.0
22/23,James Garner,manchester-united,fc-everton,GB1,GB1,10400000.0
22/23,Andreas Pereira,manchester-united,fc-fulham,GB1,GB1,9500000.0
22/23,Tahith Chong,manchester-united,birmingham-city,GB1,GB2,1750000.0
22/23,Alexander Isak,real-sociedad-san-sebastian,newcastle-united,ES1,GB1,70000000.0
22/23,Anthony Gordon,fc-everton,newcastle-united,GB1,GB1,45600000.0
22/23,Sven Botman,losc-lille,newcastle-united,FR1,GB1,37000000.0
22/23,Matt Targett,aston-villa,newcastle-united,GB1,GB1,17500000.0
22/23,Nick Pope,fc-burnley,newcastle-united,GB2,GB1,11500000.0
22/23,Harrison Ashby,west-ham-united-u23,newcastle-united,,GB1,3400000.0
22/23,Garang Kuol,central-coast-mariners,newcastle-united,AUS1,GB1,350000.0
22/23,Jonjo Shelvey,newcastle-united,nottingham-forest,GB1,GB1,6500000.0
22/23,Morgan Gibbs-White,wolverhampton-wanderers,nottingham-forest,GB1,GB1,29500000.0
22/23,Taiwo Awoniyi,1-fc-union-berlin,nottingham-forest,L1,GB1,20500000.0
22/23,Neco Williams,fc-liverpool,nottingham-forest,GB1,GB1,20000000.0
22/23,Danilo,se-palmeiras-sao-paulo,nottingham-forest,BRA1,GB1,20000000.0
22/23,Emmanuel Dennis,fc-watford,nottingham-forest,GB2,GB1,14800000.0
22/23,Orel Mangala,vfb-stuttgart,nottingham-forest,L1,GB1,13000000.0
22/23,Giulian Biancone,es-troyes-ac,nottingham-forest,FR1,GB1,10000000.0
22/23,Moussa Niakhaté,1-fsv-mainz-05,nottingham-forest,L1,GB1,10000000.0
22/23,Lewis O'Brien,huddersfield-town,nottingham-forest,GB2,GB1,9400000.0
22/23,Omar Richards,fc-bayern-munchen,nottingham-forest,L1,GB1,8500000.0
22/23,Remo Freuler,atalanta-bergamo,nottingham-forest,IT1,GB1,8300000.000000001
22/23,Jonjo Shelvey,newcastle-united,nottingham-forest,GB1,GB1,6500000.0
22/23,Ui-jo Hwang,fc-girondins-bordeaux,nottingham-forest,FR2,GB1,4000000.0
22/23,Willy Boly,wolverhampton-wanderers,nottingham-forest,GB1,GB1,2600000.0
22/23,Harry Toffolo,huddersfield-town,nottingham-forest,GB2,GB1,2400000.0
22/23,Josh Bowler,fc-blackpool,nottingham-forest,GB2,GB1,2300000.0
22/23,Felipe,atletico-madrid,nottingham-forest,ES1,GB1,2300000.0
22/23,Brandon Aguilera,ld-alajuelense,nottingham-forest,PDV1,GB1,950000.0
22/23,Brice Samba,nottingham-forest,rc-lens,GB1,FR1,5000000.0
22/23,Kamaldeen Sulemana,fc-stade-rennes,fc-southampton,FR1,GB1,25000000.0
22/23,Roméo Lavia,manchester-city-u23,fc-southampton,,GB1,22260000.0
22/23,Paul Onuachu,krc-genk,fc-southampton,BE1,GB1,18000000.0
22/23,Gavin Bazunu,manchester-city-u23,fc-southampton,,GB1,14000000.0
22/23,Carlos Alcaraz,racing-club,fc-southampton,AR1N,GB1,13650000.0
22/23,Sékou Mara,fc-girondins-bordeaux,fc-southampton,FR2,GB1,11500000.0
22/23,Armel Bella-Kotchap,vfl-bochum,fc-southampton,L1,GB1,11000000.0
22/23,Duje Caleta-Car,olympique-marseille,fc-southampton,FR1,GB1,8000000.0
22/23,Samuel Edozie,manchester-city-u23,fc-southampton,,GB1,8000000.0
22/23,Joe Aribo,glasgow-rangers,fc-southampton,SC1,GB1,7100000.0
22/23,Juan Larios,manchester-city-u23,fc-southampton,,GB1,7000000.0
22/23,Mislav Orsic,gnk-dinamo-zagreb,fc-southampton,KR1,GB1,5750000.0
22/23,James Bree,luton-town,fc-southampton,GB2,GB1,850000.0
22/23,Oriol Romeu,fc-southampton,fc-girona,GB1,ES1,5500000.0
22/23,Richarlison,fc-everton,tottenham-hotspur,GB1,GB1,58000000.0
22/23,Cristian Romero,atalanta-bergamo,tottenham-hotspur,IT1,GB1,52000000.0
22/23,Yves Bissouma,brighton-amp-hove-albion,tottenham-hotspur,GB1,GB1,29200000.0
22/23,Destiny Udogie,udinese-calcio,tottenham-hotspur,IT1,GB1,18000000.0
22/23,Djed Spence,fc-middlesbrough,tottenham-hotspur,GB2,GB1,14700000.0
22/23,Steven Bergwijn,tottenham-hotspur,ajax-amsterdam,GB1,NL1,31250000.0
22/23,Cameron Carter-Vickers,tottenham-hotspur,celtic-glasgow,GB1,SC1,7000000.0
22/23,Lucas Paquetá,olympique-lyon,west-ham-united,FR1,GB1,42950000.0
22/23,Nayef Aguerd,fc-stade-rennes,west-ham-united,FR1,GB1,35000000.0
22/23,Gianluca Scamacca,us-sassuolo,west-ham-united,IT1,GB1,28600000.0
22/23,Maxwel Cornet,fc-burnley,west-ham-united,GB2,GB1,20700000.0
22/23,Emerson,fc-chelsea,west-ham-united,GB1,GB1,15400000.0
22/23,Danny Ings,aston-villa,west-ham-united,GB1,GB1,12000000.0
22/23,Thilo Kehrer,fc-paris-saint-germain,west-ham-united,FR1,GB1,12000000.0
22/23,Flynn Downes,swansea-city,west-ham-united,GB2,GB1,10650000.0
22/23,Alphonse Areola,fc-paris-saint-germain,west-ham-united,FR1,GB1,9300000.0
22/23,Issa Diop,west-ham-united,fc-fulham,GB1,GB1,17800000.0
22/23,Craig Dawson,west-ham-united,wolverhampton-wanderers,GB1,GB1,3750000.0
22/23,Matheus Nunes,sporting-lissabon,wolverhampton-wanderers,PO1,GB1,45000000.0
22/23,Gonçalo Guedes,fc-valencia,wolverhampton-wanderers,ES1,GB1,32600000.0
22/23,Nathan Collins,fc-burnley,wolverhampton-wanderers,GB2,GB1,24300000.0
22/23,João Gomes,flamengo-rio-de-janeiro,wolverhampton-wanderers,BRA1,GB1,18700000.0
22/23,Sasa Kalajdzic,vfb-stuttgart,wolverhampton-wanderers,L1,GB1,18000000.0
22/23,Hee-chan Hwang,rasenballsport-leipzig,wolverhampton-wanderers,L1,GB1,16700000.0
22/23,Mario Lemina,ogc-nizza,wolverhampton-wanderers,FR1,GB1,11000000.0
22/23,Pablo Sarabia,fc-paris-saint-germain,wolverhampton-wanderers,FR1,GB1,5000000.0
22/23,Craig Dawson,west-ham-united,wolverhampton-wanderers,GB1,GB1,3750000.0
22/23,Daniel Bentley,bristol-city,wolverhampton-wanderers,GB2,GB1,57000.0
22/23,Morgan Gibbs-White,wolverhampton-wanderers,nottingham-forest,GB1,GB1,29500000.0
22/23,Leander Dendoncker,wolverhampton-wanderers,aston-villa,GB1,GB1,15000000.0
22/23,Rúben Vinagre,wolverhampton-wanderers,sporting-lissabon,GB1,PO1,10000000.0
22/23,Leonardo Campana,wolverhampton-wanderers,inter-miami-cf,GB1,MLS1,2700000.0
22/23,Willy Boly,wolverhampton-wanderers,nottingham-forest,GB1,GB1,2600000.0
22/23,Sang-bin Jeong,wolverhampton-wanderers,minnesota-united-fc,GB1,MLS1,2500000.0
22/23,Connor Ronan,wolverhampton-wanderers,colorado-rapids,GB1,MLS1,570000.0
