id,name,league
sd-tarazona,SD Tarazona,E3G1
sestao-river,Sestao River,E3G1
ce-sabadell,CE Sabadell FC,E3G1
fc-zamora,Zamora CF,E3G1
cd-teruel,CD Teruel,E3G1
pontevedra-cf,Pontevedra CF,E3G1
real-valladolid-b,Real Valladolid Promesas,E3G1
ue-cornella,UE Cornellà,E3G1
cd-tudelano,CD Tudelano,E3G1
extremadura-ud,Extremadura UD (-2022),E3G1
celtic-glasgow,Celtic FC,SC1
glasgow-rangers,Rangers FC,SC1
aberdeen-fc,Aberdeen FC,SC1
heart-of-midlothian-fc,Heart of Midlothian FC,SC1
motherwell-fc,Motherwell FC,SC1
kilmarnock-fc,Kilmarnock FC,SC1
hibernian-fc,Hibernian FC,SC1
dundee-united-fc,Dundee United FC,SC1
st-johnstone-fc,St. Johnstone FC,SC1
st-mirren-fc,St. Mirren FC,SC1
dundee-fc,Dundee FC,SC1
inverness-caledonian-thistle-fc,Inverness Caledonian Thistle FC,SC1
livingston-fc,Livingston FC,SC1
ross-county-fc,Ross County FC,SC1
hamilton-academical-fc,Hamilton Academical FC,SC1
dunfermline-athletic-fc,Dunfermline Athletic FC,SC1
partick-thistle-fc,Partick Thistle FC ,SC1
falkirk-fc,Falkirk FC,SC1
gretna-fc-aufgel-,Gretna FC (- 2008),SC1
raith-rovers-fc,Raith Rovers FC,SC1
queen-of-the-south-fc,Queen of the South FC,SC1
arbroath-fc,Arbroath FC,SC1
ayr-united-fc,Ayr United FC,SC1
greenock-morton-fc,Greenock Morton FC,SC1
queens-park-fc,Queen's Park FC,SC1
caracas-fc,Caracas FC,VZ1C
deportivo-tachira,Deportivo Táchira,VZ1C
zamora-fc,Zamora FC,VZ1C
mineros-de-guayana,Mineros de Guayana,VZ1C
monagas-sc,Monagas SC,VZ1C
carabobo-fc,Carabobo FC,VZ1C
estudiantes-de-merida,Estudiantes de Mérida,VZ1C
trujillanos-fc,Trujillanos FC,VZ1C
deportivo-lara,Deportivo Lara,VZ1C
deportivo-anzoategui-sc,Deportivo Anzoátegui SC,VZ1C
aragua-fc,Aragua FC,VZ1C
deportivo-la-guaira,Deportivo La Guaira,VZ1C
zulia-fc,Zulia FC (- 2022),VZ1C
portuguesa-fc,Portuguesa FC,VZ1C
llaneros-de-guanare-ef,Llaneros de Guanare EF,VZ1C
atletico-venezuela,Atlético Venezuela,VZ1C
ua-maracaibo,FUA Maracaibo,VZ1C
el-vigia-fc,FA El Vigía Fútbol Club,VZ1C
deportivo-petare-fc,Deportivo Miranda FC,VZ1C
metropolitanos-fc,Metropolitanos FC,VZ1C
yaracuyanos-futbol-club,Yaracuyanos FC,VZ1C
guaros-de-lara-fc,Guaros de Lara FC,VZ1C
estudiantes-de-caracas-sc,Estudiantes de Caracas SC,VZ1C
deportivo-italia,Deportivo Italia,VZ1C
deportivo-jbl-del-zulia,Deportivo JBL del Zulia,VZ1C
estrella-roja-fc,Estrella Roja FC,VZ1C
academia-puerto-cabello,Academia Puerto Cabello,VZ1C
minerven-fc,Minerven FC,VZ1C
urena-sc,Ureña SC,VZ1C
cd-italmaracaibo,CD Italmaracaibo,VZ1C
ac-lala-fc,Lala Fútbol Club,VZ1C
union-lara-sc,Unión Lara SC,VZ1C
atletico-socopo,Atlético Socopó,VZ1C
deportivo-italchacao,Deportivo Italchacao,VZ1C
tucanes-de-amazonas-fc,Tucanes de Amazonas FC,VZ1C
atletico-caroni-fc,Atlético Caroní FC,VZ1C
fc-kopenhagen,FC Copenhagen,DK1
brondby-if,Bröndby IF,DK1
aalborg-bk,Aalborg BK,DK1
odense-boldklub,Odense Boldklub,DK1
fc-midtjylland,FC Midtjylland,DK1
aarhus-gf,Aarhus GF,DK1
silkeborg-if,Silkeborg IF,DK1
fc-nordsjaelland,FC Nordsjaelland,DK1
viborg-ff,Viborg FF,DK1
esbjerg-fb,Esbjerg fB,DK1
lyngby-bk,Lyngby BK,DK1
randers-fc,Randers FC,DK1
sonderjyske,Sönderjyske,DK1
vejle-boldklub,Vejle Boldklub,DK1
ac-horsens,AC Horsens,DK1
herfolge-boldklub,Herfölge Boldklub,DK1
akademisk-boldklub,Akademisk Boldklub,DK1
ikast-fs-fcm-ii-,Ikast fS (FCM II),DK1
hobro-ik,Hobro IK,DK1
naestved-boldklub,Naestved Boldklub,DK1
bk-frem,BK Frem,DK1
bronshoj-boldklub,Brönshöj Boldklub,DK1
hvidovre-if,Hvidovre IF,DK1
bk-fremad-amager,BK Fremad Amager,DK1
boldklubben-1903,Boldklubben 1903,DK1
boldklubben-af-1893,Boldklubben af 1893,DK1
fc-vestsjaelland,FC Vestsjaelland,DK1
aarhus-fremad,Aarhus Fremad,DK1
olstykke-fc,Ölstykke FC,DK1
b1909-odense,B1909 Odense,DK1
farum-boldklub-fcn-ii-,Farum Boldklub (FCN II),DK1
koge-boldklub,Köge Boldklub,DK1
holstebro-boldklub,Holstebro Boldklub,DK1
b1913-odense,B1913 Odense,DK1
vendsyssel-ff,Vendsyssel FF,DK1
hb-koge,HB Köge,DK1
horsens-fs,Horsens FS,DK1
helsingor-if,Helsingör IF,DK1
herning-fremad,Herning Fremad,DK1
fc-helsingor,FC Helsingör,DK1
norresundby-bk,Nörresundby BK,DK1
hellerup-ik,Hellerup IK,DK1
vanlose-if,Vanlöse IF,DK1
norre-aaby-ik,Nörre Aaby IK,DK1
svendborg-fb,Svendborg fB,DK1
haderslev-fk-se-ii-,Haderslev FK (SE II),DK1
if-skjold-birkerod,IF Skjold Birkeröd,DK1
vsk-aarhus,VSK Aarhus,DK1
fc-fredericia,FC Fredericia,DK1
ringsted-if,Ringsted IF,DK1
fc-nakskov,FC Nakskov,DK1
roskilde-b-1906-fcr-ii-,Roskilde B.1906 (FCR II),DK1
olympique-marseille,Olympique Marseille,FR1
fc-girondins-bordeaux,FC Girondins Bordeaux,FR1
as-monaco,AS Monaco,FR1
as-saint-etienne,AS Saint-Étienne,FR1
olympique-lyon,Olympique Lyon,FR1
losc-lille,LOSC Lille,FR1
fc-paris-saint-germain,Paris Saint-Germain,FR1
ogc-nizza,OGC Nice,FR1
fc-sochaux-montbeliard,FC Sochaux-Montbéliard,FR1
fc-nantes,FC Nantes,FR1
fc-stade-rennes,Stade Rennais FC,FR1
rc-lens,RC Lens,FR1
rc-strassburg-alsace,RC Strasbourg Alsace,FR1
fc-metz,FC Metz,FR1
stade-reims,Stade Reims,FR1
montpellier-hsc,Montpellier HSC,FR1
aj-auxerre,AJ Auxerre,FR1
nimes-olympique,Nîmes Olympique,FR1
sc-bastia,SC Bastia,FR1
fc-toulouse,FC Toulouse,FR1
racing-club-de-france-football,Racing Club de France,FR1
fc-valenciennes,Valenciennes FC,FR1
as-nancy-lorraine,AS Nancy-Lorraine,FR1
sco-angers,Angers SCO,FR1
cs-sedan-ardennes,CS Sedan-Ardennes,FR1
ac-le-havre,Le Havre AC,FR1
toulouse-fc,Toulouse FC (- 1967),FR1
as-cannes,AS Cannes,FR1
fc-rouen-1899,FC Rouen 1899,FR1
stade-brest-29,Stade Brestois 29,FR1
sm-caen,SM Caen,FR1
fc-lorient,FC Lorient,FR1
fc-sete-34,Sporting Club Sétois,FR1
es-troyes-ac,ESTAC Troyes,FR1
fc-nancy,FC Nancy,FR1
stade-francais,Stade Français,FR1
stade-laval,Stade Lavallois,FR1
ea-guingamp,EA Guingamp,FR1
red-star-fc,Red Star FC,FR1
ac-ajaccio,AC Ajaccio,FR1
sporting-club-de-toulon,Sporting Club de Toulon,FR1
club-olympique-de-roubaix-tourcoing,Club Olympique de Roubaix-Tourcoing,FR1
olympique-lillois,Olympique lillois,FR1
excelsior-ac-roubaix,Excelsior AC Roubaix,FR1
sporting-club-fivois,Sporting Club fivois,FR1
le-mans-fc,Le Mans FC,FR1
fc-antibes-juan-les-pins,FC Antibes,FR1
dijon-fco,Dijon FCO,FR1
fc-mulhouse,FC Mulhouse,FR1
thonon-evian-grand-geneve-fc,Thonon Évian Grand Genève FC,FR1
fc-tours,Tours FC,FR1
olympique-ales,Olympique Alès,FR1
grenoble-foot-38,Grenoble Foot 38,FR1
limoges-fc,Limoges FC,FR1
angouleme-charente-fc,Angoulême Charente FC,FR1
paris-fc,Paris FC,FR1
clermont-foot-63,Clermont Foot 63,FR1
fc-martigues,FC Martigues,FR1
amiens-sc,Amiens SC,FR1
racing-club-de-roubaix,Racing Club de Roubaix,FR1
sc-nimes,SC Nîmes,FR1
chamois-niortais-fc,Chamois Niortais FC,FR1
sr-colmar,SR Colmar,FR1
ca-paris-charenton,CA Paris-Charenton,FR1
lyon-ou,Lyon OU,FR1
fc-gueugnon,FC Gueugnon,FR1
gfc-ajaccio,GFC Ajaccio,FR1
as-beziers,AS Béziers (-1990),FR1
istres-football-club,Istres Football Club,FR1
lb-chateauroux,LB Châteauroux,FR1
us-boulogne,US Boulogne,FR1
avenir-club-avignonnais,Avenir Club avignonnais,FR1
pays-daix-fc,AS Aix-en-Provence,FR1
athletic-club-arlesien,Athlétic Club Arlésien,FR1
club-francais,Club français,FR1
hyeres-fc,Hyères 83 FC,FR1
ferencvaros-budapest,Ferencvárosi TC,UNG1
ujpest-fc,Újpest FC,UNG1
mol-fehervar-fc,Fehérvár FC,UNG1
debreceni-vsc,Debreceni VSC,UNG1
budapest-honved-fc,Budapest Honvéd FC,UNG1
mtk-budapest,MTK Budapest,UNG1
eto-fc-gyor,ETO FC Győr ,UNG1
vasas-fc,Vasas FC,UNG1
zalaegerszegi-te-fc,Zalaegerszegi TE FC,UNG1
diosgyori-vtk,Diósgyőri VTK,UNG1
paksi-fc,Paksi FC,UNG1
szombathelyi-haladas,Szombathelyi Haladás,UNG1
pecsi-mfc,Pécsi MFC,UNG1
bfc-siofok,BFC Siófok,UNG1
vac-fc,Vác FC,UNG1
puskas-akademia-fc,Puskás Akadémia FC,UNG1
kaposvari-rakoczi-fc,Kaposvári Rákóczi FC,UNG1
kecskemeti-te,Kecskeméti TE,UNG1
mezokovesd-zsory-fc,Mezőkövesd Zsóry FC,UNG1
bekescsaba-1912-elore-se,Békéscsaba 1912 Elöre SE,UNG1
budapesti-vsc,Budapesti VSC - Zugló,UNG1
nyiregyhaza-spartacus,Nyíregyháza Spartacus,UNG1
kisvarda-fc,Kisvárda FC,UNG1
tatabanyai-sc,Tatabányai SC ,UNG1
papai-perutz-fc,Pápai Perutz FC,UNG1
csepel-fc,Csepel FC,UNG1
fc-sopron,FC Sopron,UNG1
dunaujvaros-fc,Dunaújváros FC (-2019),UNG1
stadler-fc,Stadler FC,UNG1
gazszer-fc,Gázszer FC,UNG1
rakospalotai-eac,Rákospalotai EAC,UNG1
vls-veszprem,VLS Veszprém,UNG1
soproni-fac,Soproni FAC,UNG1
1-fc-nagykanizsa,1.FC Nagykanizsa,UNG1
gyirmot-fc-gyor,Gyirmót FC Győr,UNG1
iii-kerulet-tve-budapest,III. Kerület TVE Budapest,UNG1
szeged-lc,Szeged LC,UNG1
balmazujvaros-fc,Balmazújváros FC,UNG1
duna-aszfalt-tiszakecskei-lc,Tiszakécskei LC,UNG1
volan-sc,Volán SC,UNG1
komloi-banyasz-sk,Komlói Bányász SK,UNG1
budafoki-mte,Budafoki MTE,UNG1
salgotarjani-btc,Salgótarjáni BTC,UNG1
dunaujvaros-pase,Dunaújváros FC,UNG1
szolnoki-mav-fc,Szolnoki MÁV FC,UNG1
egri-fc,Egri FC,UNG1
egri-dozsa-se,Egri Dózsa SE,UNG1
vm-egyetertes-sk,VM Egyetértés SK,UNG1
miskolci-vsc,Miskolci VSC,UNG1
pecsi-vasutas-sk,Pécsi Vasutas SK,UNG1
szeol-sc,SZEOL SC,UNG1
mav-elore-sc,Máv Előre SC,UNG1
dorogi-fc,Dorogi FC,UNG1
stade-laval,Stade Lavallois,FR2
lb-chateauroux,LB Châteauroux,FR2
chamois-niortais-fc,Chamois Niortais FC,FR2
ac-le-havre,Le Havre AC,FR2
amiens-sc,Amiens SC,FR2
sm-caen,SM Caen,FR2
ea-guingamp,EA Guingamp,FR2
as-nancy-lorraine,AS Nancy-Lorraine,FR2
le-mans-fc,Le Mans FC,FR2
ac-ajaccio,AC Ajaccio,FR2
es-troyes-ac,ESTAC Troyes,FR2
clermont-foot-63,Clermont Foot 63,FR2
sco-angers,Angers SCO,FR2
nimes-olympique,Nîmes Olympique,FR2
fc-gueugnon,FC Gueugnon,FR2
fc-sochaux-montbeliard,FC Sochaux-Montbéliard,FR2
fc-lorient,FC Lorient,FR2
cs-sedan-ardennes,CS Sedan-Ardennes,FR2
dijon-fco,Dijon FCO,FR2
grenoble-foot-38,Grenoble Foot 38,FR2
stade-brest-29,Stade Brestois 29,FR2
sc-bastia,SC Bastia,FR2
fc-metz,FC Metz,FR2
fc-tours,Tours FC,FR2
red-star-fc,Red Star FC,FR2
fc-valenciennes,Valenciennes FC,FR2
istres-football-club,Istres Football Club,FR2
aj-auxerre,AJ Auxerre,FR2
rc-lens,RC Lens,FR2
stade-reims,Stade Reims,FR2
us-creteil-lusitanos,US Créteil-Lusitanos,FR2
as-beauvais-oise,AS Beauvais Oise,FR2
fc-toulouse,FC Toulouse,FR2
olympique-de-valence,Olympique de Valence,FR2
as-saint-etienne,AS Saint-Étienne,FR2
rc-strassburg-alsace,RC Strasbourg Alsace,FR2
ogc-nizza,OGC Nice,FR2
paris-fc,Paris FC,FR2
usl-dunkerque,USL Dunkerque,FR2
fc-mulhouse,FC Mulhouse,FR2
montpellier-hsc,Montpellier HSC,FR2
gfc-ajaccio,GFC Ajaccio,FR2
rodez-af,Rodez AF,FR2
fc-martigues,FC Martigues,FR2
fc-nantes,FC Nantes,FR2
louhans-cuiseaux-fc,Louhans-Cuiseaux FC,FR2
es-wasquehal,Wasquehal Football,FR2
us-orleans,US Orléans,FR2
olympique-charleville-neufmanil-aiglemont,Olympique Charleville-Neufmanil-Aiglemont,FR2
fc-rouen-1899,FC Rouen 1899,FR2
canet-roussillon-fc,Canet Roussillon FC,FR2
athletic-club-arlesien,Athlétic Club Arlésien,FR2
olympique-ales,Olympique Alès,FR2
losc-lille,LOSC Lille,FR2
us-boulogne,US Boulogne,FR2
as-cannes,AS Cannes,FR2
pau-fc,Pau FC,FR2
fc-girondins-bordeaux,FC Girondins Bordeaux,FR2
bourges-18,Bourges 18 (- 2021),FR2
olympique-marseille,Olympique Marseille,FR2
quevilly-rouen-metropole,Quevilly - Rouen Métropole,FR2
fc-annecy,FC Annecy,FR2
stade-briochin,Stade Briochin,FR2
sas-epinal,SAS Epinal,FR2
vannes-oc,Vannes OC,FR2
fc-stade-rennes,Stade Rennais FC,FR2
as-monaco,AS Monaco,FR2
bourg-en-bresse-peronnas-01,Football Bourg-en-Bresse Péronnas 01,FR2
thonon-evian-grand-geneve-fc,Thonon Évian Grand Genève FC,FR2
sporting-club-de-toulon,Sporting Club de Toulon,FR2
la-roche-vendee-football,La Roche Vendée Football,FR2
fc-libourne,FC Libourne,FR2
association-sportive-saint-seurin,Association sportive Saint-Seurin,FR2
fc-chambly,FC Chambly Oise,FR2
rc-ancenis,RC Ancenis,FR2
olympique-saint-quentin,Olympique Saint-Quentin,FR2
stade-poitevin-football-club,Stade Poitevin FC,FR2
racing-besancon,Racing Besançon,FR2
as-beziers,AS Béziers,FR2
us-concarneau,US Concarneau,FR2
ca-bastia,CA Bastia (- 2017),FR2
fc-sete-34,Sporting Club Sétois,FR2
avenir-club-avignonnais,Avenir Club avignonnais,FR2
chaumont-fc,Chaumont FC,FR2
cercle-football-dijon,Cercle Football Dijon,FR2
fc-fredericia,FC Fredericia,DK2
viborg-ff,Viborg FF,DK2
vejle-boldklub,Vejle Boldklub,DK2
hb-koge,HB Köge,DK2
vendsyssel-ff,Vendsyssel FF,DK2
lyngby-bk,Lyngby BK,DK2
naestved-boldklub,Naestved Boldklub,DK2
skive-ik,Skive IK,DK2
akademisk-boldklub,Akademisk Boldklub,DK2
hvidovre-if,Hvidovre IF,DK2
fc-roskilde,FC Roskilde,DK2
silkeborg-if,Silkeborg IF,DK2
hobro-ik,Hobro IK,DK2
bk-fremad-amager,BK Fremad Amager,DK2
bronshoj-boldklub,Brönshöj Boldklub,DK2
ac-horsens,AC Horsens,DK2
fc-helsingor,FC Helsingör,DK2
esbjerg-fb,Esbjerg fB,DK2
herfolge-boldklub,Herfölge Boldklub,DK2
nykobing-fc,Nyköbing FC,DK2
fc-vestsjaelland,FC Vestsjaelland,DK2
sonderjyske,Sönderjyske,DK2
aarhus-gf,Aarhus GF,DK2
kolding-fc,Kolding FC,DK2
thisted-fc,Thisted FC,DK2
bk-frem,BK Frem,DK2
vejle-boldklub-kolding,Vejle Boldklub Kolding,DK2
olstykke-fc,Ölstykke FC,DK2
kolding-if,Kolding IF,DK2
b1913-odense,B1913 Odense,DK2
b1909-odense,B1909 Odense,DK2
fc-fyn,FC Fyn,DK2
koge-boldklub,Köge Boldklub,DK2
vanlose-if,Vanlöse IF,DK2
brabrand-if,Brabrand IF,DK2
ikast-fs-fcm-ii-,Ikast fS (FCM II),DK2
hellerup-ik,Hellerup IK,DK2
hillerod-fodbold,Hilleröd Fodbold,DK2
boldklubben-af-1893,Boldklubben af 1893,DK2
aarhus-fremad,Aarhus Fremad,DK2
aalborg-bk,Aalborg BK,DK2
randers-fc,Randers FC,DK2
norresundby-bk,Nörresundby BK,DK2
kjobenhavns-boldklub-fck-ii-,Kjöbenhavns Boldklub (FCK II),DK2
helsingor-if,Helsingör IF,DK2
jammerbugt-fc,Jammerbugt FC,DK2
horsens-fs,Horsens FS,DK2
svendborg-fb,Svendborg fB,DK2
boldklubben-marienlyst,Boldklubben Marienlyst,DK2
fc-amager,FC Amager,DK2
holstebro-boldklub,Holstebro Boldklub,DK2
club-nacional,Club Nacional,URU1
ca-penarol,CA Peñarol,URU1
defensor-sc,Defensor Sporting Club,URU1
danubio-fc,Danubio FC,URU1
atletico-river-plate-montevideo,CA River Plate Montevideo,URU1
montevideo-wanderers,Montevideo Wanderers,URU1
liverpool-fc-montevideo,Liverpool FC Montevideo,URU1
ca-fenix,CA Fénix,URU1
ca-cerro,CA Cerro,URU1
racing-club-de-montevideo,Racing Club de Montevideo,URU1
cerro-largo-fc,Cerro Largo FC,URU1
rampla-juniors-fc,Rampla Juniors FC,URU1
el-tanque-sisley,El Tanque Sisley,URU1
ca-boston-river,CA Boston River,URU1
ca-rentistas,CA Rentistas,URU1
club-plaza-colonia,Club Plaza Colonia,URU1
juventud-de-las-piedras,Juventud de Las Piedras,URU1
ca-progreso,CA Progreso,URU1
cd-maldonado,Club Deportivo Maldonado,URU1
club-atletico-bella-vista,Club Atlético Bella Vista,URU1
central-espanol,Central Español,URU1
montevideo-city-torque,Montevideo City Torque,URU1
ia-sud-america-montevideo,IA Sud América ,URU1
tacuarembo-futbol-club,Tacuarembó FC,URU1
cs-cerrito,CS Cerrito,URU1
club-atletico-atenas-de-san-carlos,CA Atenas de San Carlos,URU1
miramar-misiones,Miramar Misiones,URU1
deportivo-villa-espanola,Deportivo Villa Española,URU1
la-luz-tacuru-futbol-club,La Luz FC,URU1
albion-fc,Albion FC,URU1
club-atletico-villa-teresa,Club Atlético Villa Teresa,URU1
rocha-fc,Rocha FC,URU1
al-sadd-sc,Al-Sadd SC,QSL
al-duhail-sc,Al-Duhail SC,QSL
al-rayyan-sc,Al-Rayyan SC,QSL
al-gharafa-sc,Al-Gharafa SC,QSL
al-arabi-sc,Al-Arabi SC,QSL
umm-salal-sc,Umm Salal SC,QSL
al-ahli-sc,Al-Ahli SC,QSL
qatar-sc,Qatar SC,QSL
al-wakrah-sc,Al-Wakrah SC,QSL
al-sailiya-sc,Al-Sailiya SC,QSL
al-khor-sc,Al-Khor SC,QSL
el-jaish-sports-club,El-Jaish SC,QSL
al-kharitiyath-sc,Al-Kharaitiyat SC,QSL
al-shahania-sc,Al-Shahania SC,QSL
al-shamal,Al-Shamal SC,QSL
al-markhiya-sports-club,Al-Markhiya SC,QSL
muaither-sports-club,Muaither SC,QSL
al-mesaimeer-sports-club,Al-Mesaimeer SC,QSL
us-boulogne,US Boulogne,FR3
red-star-fc,Red Star FC,FR3
paris-fc,Paris FC,FR3
us-creteil-lusitanos,US Créteil-Lusitanos,FR3
us-orleans,US Orléans,FR3
stade-laval,Stade Lavallois,FR3
us-avranches,US Avranches,FR3
usl-dunkerque,USL Dunkerque,FR3
as-cannes,AS Cannes,FR3
bourg-en-bresse-peronnas-01,Football Bourg-en-Bresse Péronnas 01,FR3
frejus-saint-raphael-fc,Fréjus-Saint-Raphaël FC,FR3
nimes-olympique,Nîmes Olympique,FR3
pau-fc,Pau FC,FR3
amiens-sc,Amiens SC,FR3
us-concarneau,US Concarneau,FR3
as-cherbourg,AS Cherbourg,FR3
fc-sete-34,Sporting Club Sétois,FR3
fc-rouen-1899,FC Rouen 1899,FR3
entente-sannois-saint-gratien,Entente Sannois Saint-Gratien,FR3
as-beauvais-oise,AS Beauvais Oise,FR3
vannes-oc,Vannes OC,FR3
rodez-af,Rodez AF,FR3
fc-villefranche-beaujolais,FC Villefranche-Beaujolais,FR3
sr-colmar,SR Colmar,FR3
chamois-niortais-fc,Chamois Niortais FC,FR3
so-cholet,SO Cholet,FR3
fc-chambly,FC Chambly Oise,FR3
aviron-bayonnais,Aviron Bayonnais,FR3
luzenac-ap,Luzenac Ariège Pyrénées,FR3
quevilly-rouen-metropole,Quevilly - Rouen Métropole,FR3
le-mans-fc,Le Mans FC,FR3
lb-chateauroux,LB Châteauroux,FR3
fc-martigues,FC Martigues,FR3
rc-strassburg-alsace,RC Strasbourg Alsace,FR3
gfc-ajaccio,GFC Ajaccio,FR3
thonon-evian-grand-geneve-fc,Thonon Évian Grand Genève FC,FR3
fc-tours,Tours FC,FR3
sas-epinal,SAS Epinal,FR3
louhans-cuiseaux-fc,Louhans-Cuiseaux FC,FR3
sporting-club-de-lyon,Lyon - La Duchère,FR3
le-poire-sur-vie-vf,Vendée Poiré Football,FR3
athletico-marseille,Athlético Marseille (-2022),FR3
so-romorantin,SO Romorantin,FR3
cs-sedan-ardennes,CS Sedan-Ardennes,FR3
ca-bastia,CA Bastia (- 2017),FR3
as-beziers,AS Béziers,FR3
sc-bastia,SC Bastia,FR3
pacy-menilles-racing-club,Pacy Ménilles Racing Club,FR3
fc-libourne,FC Libourne,FR3
istres-football-club,Istres Football Club,FR3
lucon-football-club,Luçon Football Club,FR3
stade-briochin,Stade Briochin,FR3
us-raon-letape,US Raon-l'Étape,FR3
sco-angers,Angers SCO,FR3
athletic-club-arlesien,Athlétic Club Arlésien,FR3
les-herbiers-vf,Les Herbiers VF,FR3
fc-bastia-borgo,FC Borgo,FR3
sporting-club-de-toulon,Sporting Club de Toulon,FR3
fc-annecy,FC Annecy,FR3
fc-gueugnon,FC Gueugnon,FR3
us-jeanne-darc-carquefou,US Jeanne d'Arc Carquefou,FR3
fc-versailles,FC Versailles 78,FR3
as-nancy-lorraine,AS Nancy-Lorraine,FR3
stade-plabennecois,Stade Plabennecois,FR3
rufc-calais,RUFC Calais,FR3
clermont-foot-63,Clermont Foot 63,FR3
so-cassis-carnoux,SO Cassis Carnoux,FR3
ea-guingamp,EA Guingamp,FR3
so-chatellerault,SO Châtellerault,FR3
racing-besancon,Racing Besançon,FR3
as-moulins-football,AS Moulins Football,FR3
fc-valenciennes,Valenciennes FC,FR3
asm-belfort,ASM Belfort,FR3
es-troyes-ac,ESTAC Troyes,FR3
stade-reims,Stade Reims,FR3
us-colomiers,US Colomiers,FR3
fc-metz,FC Metz,FR3
olympique-de-valence,Olympique de Valence,FR3
es-pays-duzes,ES Pays d'Uzès,FR3
le-puy-foot-43-auvergne,Le Puy Foot 43 Auvergne,FR3
racing-club-de-france-football,Racing Club de France,FR3
grenoble-foot-38,Grenoble Foot 38,FR3
dijon-fco,Dijon FCO,FR3
fc-sochaux-montbeliard,FC Sochaux-Montbéliard,FR3
gap-foot-05,Gap Foot 05,FR3
villemomble-sports,Villemomble Sports,FR3
es-wasquehal,Wasquehal Football,FR3
hyeres-fc,Hyères 83 FC,FR3
grand-ouest-association-lyonnaise-fc,Grand Ouest Association Lyonnaise FC,FR3
marignane-gignac-fc,Marignane Gignac FC (-2022),FR3
marignane-gignac-cote-bleue-fc,Marignane-Gignac-Côte-Bleue FC,FR3
us-roye,US Roye (1928 - 2010),FR3
moulins-yzeure-foot-03,Moulins-Yzeure Foot 03,FR3
paris-13-atletico,Paris 13 Atletico,FR3
uja-alfortville,UJA Alfortville,FR3
jeanne-darc-de-drancy,Jeanne d'Arc de Drancy,FR3
penya-deportiva-santa-eulalia,Penya Deportiva Santa Eulalia,E4G3
lleida-esportiu,Lleida Esportiu,E4G3
espanyol-barcelona-b,RCD Espanyol B,E4G3
fc-terrassa,Terrassa FC,E4G3
sd-formentera,SD Formentera,E4G3
cd-teruel,CD Teruel,E4G3
hercules-alicante,Hércules CF,E4G3
fc-valencia-b-mestalla-,Valencia Mestalla,E4G3
ce-europa,CE Europa,E4G3
ud-alzira,UD Alzira,E4G3
fc-badalona,CF Badalona,E4G3
atletico-saguntino,Atlético Saguntino,E4G3
ce-andratx,CE Andratx,E4G3
ae-prat,AE Prat,E4G3
ce-manresa,CE Manresa,E4G3
cd-ibiza-islas-pitiusas,CD Ibiza Islas Pitiusas,E4G3
cerdanyola-fc,Cerdanyola FC,E4G3
cd-ebro,CD Ebro,E4G3
cd-numancia,CD Numancia,E4G3
cf-badalona-futur,CF Badalona Futur,E4G3
ue-sant-andreu,UE Sant Andreu,E4G3
torrent-cf,Torrent CF,E4G3
cd-brea,CD Brea,E4G3
rz-deportivo-aragon,RZ Deportivo Aragón,E4G3
sd-tarazona,SD Tarazona,E4G3
sd-huesca-b,SD Huesca B,E4G3
se-penya-independent,SE Penya Independent,E4G3
ue-olot,UE Olot,E4G3
rcd-mallorca-b,RCD Mallorca B,E4G3
sd-ejea,SD Ejea,E4G3
cf-la-nucia,CF La Nucía,E4G3
atletico-nacional,Atlético Nacional,COL1
deportes-tolima,Deportes Tolima,COL1
junior-fc,Junior FC,COL1
independiente-santa-fe,Independiente Santa Fe,COL1
independiente-medellin,Independiente Medellín,COL1
millonarios-fc,Millonarios FC,COL1
deportivo-cali,Deportivo Cali,COL1
once-caldas,Once Caldas,COL1
rionegro-aguilas,Rionegro Águilas,COL1
cd-la-equidad-seguros-sa,CD La Equidad Seguros SA,COL1
deportivo-pasto,Asociación Deportivo Pasto,COL1
envigado-fc,Envigado FC,COL1
cd-atletico-huila,CD Atlético Huila,COL1
cd-america-de-cali,CD América de Cali,COL1
alianza-petrolera,Alianza FC,COL1
boyaca-patriotas,Boyacá Patriotas FC,COL1
atletico-bucaramanga,Atlético Bucaramanga,COL1
boyaca-chico-fc,Boyacá Chicó FC,COL1
deportivo-pereira,Deportivo Pereira,COL1
cucuta-deportivo,Cúcuta Deportivo,COL1
jaguares-de-cordoba,Jaguares de Córdoba,COL1
deportes-quindio,Deportes Quindío,COL1
cortulua,Internacional de Palmira,COL1
cd-real-cartagena,CD Real Cartagena,COL1
ad-union-magdalena,AD Union Magdalena,COL1
fortaleza-ceif,Fortaleza CEIF,COL1
uniautonoma-fc,Uniautónoma FC (2010 - 2015),COL1
tigres-fc,Tigres FC,COL1
leones-fc,Leones FC,COL1
club-boca-juniors-de-cali,Club Boca Juniors de Cali,COL1
atletico-nacional,Atlético Nacional,COLP
millonarios-fc,Millonarios FC,COLP
deportes-tolima,Deportes Tolima,COLP
junior-fc,Junior FC,COLP
independiente-santa-fe,Independiente Santa Fe,COLP
deportivo-cali,Deportivo Cali,COLP
independiente-medellin,Independiente Medellín,COLP
cd-la-equidad-seguros-sa,CD La Equidad Seguros SA,COLP
once-caldas,Once Caldas,COLP
rionegro-aguilas,Rionegro Águilas,COLP
