id,name,league
maccabi-haifa,Maccabi Haifa,ISR1
maccabi-tel-aviv,Maccabi Tel Aviv,ISR1
hapoel-tel-aviv,Hapoel Tel Aviv,ISR1
beitar-jerusalem,Beitar Jerusalem,ISR1
hapoel-beer-sheva,Hapoel Beer Sheva,ISR1
maccabi-petah-tikva,Maccabi Petah Tikva,ISR1
bnei-yehuda-tel-aviv,Bnei Yehuda Tel Aviv,ISR1
maccabi-netanya,Maccabi Netanya,ISR1
hapoel-haifa,Hapoel Haifa,ISR1
fc-ashdod,FC Ashdod,ISR1
hapoel-petah-tikva,Hapoel Petah Tikva,ISR1
ihud-bnei-sachnin,Ihud Bnei Sakhnin,ISR1
ironi-kiryat-shmona,Ironi Kiryat Shmona,ISR1
hapoel-kfar-saba,Hapoel Kfar Saba,ISR1
hapoel-rishon-lezion,Hapoel Rishon leZion,ISR1
maccabi-herzliya,Maccabi Herzliya,ISR1
hapoel-tzafririm-holon,Hapoel Tzafririm Holon,ISR1
hapoel-akko,Hapoel Acre,ISR1
hapoel-raanana,Hapoel Raanana,ISR1
hapoel-hadera,Hapoel Hadera,ISR1
hapoel-jerusalem-aufgel-,Hapoel Jerusalem (- 2019),ISR1
beitar-tel-aviv-bat-yam,Beitar Tel Aviv,ISR1
hapoel-beit-shean,Hapoel Beit Shean,ISR1
maccabi-ironi-ashdod,Maccabi Ironi Ashdod,ISR1
hapoel-ramat-hasharon,Hapoel Ramat haSharon,ISR1
hapoel-jerusalem,Hapoel Jerusalem,ISR1
hapoel-nof-hagalil,Hapoel Nof HaGalil,ISR1
hapoel-ashkelon,Hapoel Ashkelon,ISR1
hapoel-ramat-gan,Hapoel Ramat Gan,ISR1
maccabi-bnei-reineh,Maccabi Bnei Reineh,ISR1
hakoah-amidar-ramat-gan,Hakoah Amidar Ramat Gan,ISR1
sektzia-ness-ziona,Sekzia Ness Ziona,ISR1
maccabi-ahi-nazareth,Maccabi Ahi Nazareth,ISR1
maccabi-yavne,Maccabi Yavne,ISR1
maccabi-jaffa,Maccabi Jaffa,ISR1
ironi-kiryat-gat,Ironi Kiryat Gat,ISR1
hapoel-tayibe,Hapoel Tayibe,ISR1
rosenborg-bk,Rosenborg BK,NO1
molde-fk,Molde FK,NO1
lillestrom-sk,Lillestrøm SK,NO1
viking-stavanger,Viking FK,NO1
sk-brann,SK Brann,NO1
tromso-il,Tromsø IL,NO1
valerenga-fotball,Vålerenga Fotball Elite,NO1
stabaek-fotball,Stabæk Fotball,NO1
odds-bk,Odds BK,NO1
fk-bodo-glimt,FK Bodø/Glimt,NO1
stromsgodset-if,Strømsgodset IF,NO1
ik-start,IK Start,NO1
fk-haugesund,FK Haugesund,NO1
aalesunds-fk,Aalesunds FK,NO1
sogndal-il,Sogndal IL,NO1
sarpsborg-08-ff,Sarpsborg 08 FF,NO1
lyn-oslo,Lyn 1896 FK,NO1
kongsvinger-il,Kongsvinger IL,NO1
hamarkameratene,Hamarkameratene,NO1
sandefjord-fotball,Sandefjord Fotball,NO1
fredrikstad-fk,Fredrikstad FK,NO1
moss-fk,Moss FK,NO1
kristiansund-bk,Kristiansund BK,NO1
bryne-fk,Bryne FK,NO1
mjondalen-if,Mjøndalen IF,NO1
honefoss-bk,Hønefoss BK,NO1
sandnes-ulf,Sandnes Ulf,NO1
fyllingen-fotball,Fyllingen Fotball,NO1
ranheim-il,Ranheim IL,NO1
skeid-oslo,Skeid Oslo,NO1
il-hodd,IL Hødd,NO1
strommen-if,Strømmen IF,NO1
fk-jerv,FK Jerv,NO1
strindheim-il,Strindheim TF,NO1
fk-mjolner,FK Mjølner,NO1
sk-djerv-1919,SK Djerv 1919,NO1
kfum-kameratene-oslo,KFUM-Kameratene Oslo,NO1
fc-schalke-04-u19,FC Schalke 04 U19,AJ2
vfb-stuttgart-u19,VfB Stuttgart U19,AJ2
borussia-dortmund-u19,Borussia Dortmund U19,AJ2
bayer-04-leverkusen-u19,Bayer 04 Leverkusen U19,AJ2
sv-werder-bremen-u19,SV Werder Bremen U19,AJ2
hertha-bsc-u19,Hertha BSC U19,AJ2
fc-bayern-munchen-u19,FC Bayern Munich U19 ,AJ2
vfl-wolfsburg-u19,VfL Wolfsburg U19,AJ2
1-fc-koln-u19,1.FC Köln U19,AJ2
vfl-bochum-u19,VfL Bochum U19,AJ2
hannover-96-u19,Hannover 96 U19,AJ2
borussia-monchengladbach-u19,Borussia Mönchengladbach U19,AJ2
1-fsv-mainz-05-u19,1.FSV Mainz 05 U19,AJ2
hamburger-sv-u19,Hamburger SV U19,AJ2
sc-freiburg-u19,SC Freiburg U19,AJ2
tsg-1899-hoffenheim-u19,TSG 1899 Hoffenheim U19,AJ2
eintracht-frankfurt-u19,Eintracht Frankfurt U19,AJ2
1-fc-kaiserslautern-u19,1.FC Kaiserslautern U19,AJ2
karlsruher-sc-u19,Karlsruher SC U19,AJ2
tsv-1860-munchen-u19,TSV 1860 München U19,AJ2
1-fc-nurnberg-u19,1.FC Nürnberg U19,AJ2
spvgg-greuther-furth-u19,SpVgg Greuther Fürth U19,AJ2
fc-hansa-rostock-u19,FC Hansa Rostock U19,AJ2
msv-duisburg-u19,MSV Duisburg U19,AJ2
fortuna-dusseldorf-u19,Fortuna Düsseldorf U19,AJ2
fc-st-pauli-u19,FC St. Pauli U19,AJ2
fc-energie-cottbus-u19,FC Energie Cottbus U19,AJ2
arminia-bielefeld-u19,Arminia Bielefeld U19,AJ2
rasenballsport-leipzig-u19,RasenBallsport Leipzig U19,AJ2
fc-carl-zeiss-jena-u19,FC Carl Zeiss Jena U19,AJ2
rot-weiss-essen-u19,Rot-Weiss Essen U19,AJ2
vfl-osnabruck-u19,VfL Osnabrück U19,AJ2
1-fc-union-berlin-u19,1.FC Union Berlin U19,AJ2
fc-augsburg-u19,FC Augsburg U19,AJ2
holstein-kiel-u19,Holstein Kiel U19,AJ2
rot-weiss-erfurt-u19,Rot-Weiß Erfurt U19,AJ2
preussen-munster-u19,Preußen Münster U19,AJ2
alemannia-aachen-u19,Alemannia Aachen U19,AJ2
dynamo-dresden-u19,Dynamo Dresden U19,AJ2
stuttgarter-kickers-u19,Stuttgarter Kickers U19,AJ2
rot-weiss-oberhausen-u19,Rot-Weiß Oberhausen U19,AJ2
fc-ingolstadt-04-u19,FC Ingolstadt 04 U19,AJ2
eintracht-braunschweig-u19,Eintracht Braunschweig U19,AJ2
wuppertaler-sv-u19,Wuppertaler SV U19,AJ2
spvgg-unterhaching-u19,SpVgg Unterhaching U19,AJ2
rot-weiss-ahlen-u19,Rot Weiss Ahlen U19,AJ2
1-fc-heidenheim-1846-u19,1.FC Heidenheim 1846 U19,AJ2
bonner-sc-u19,Bonner SC U19,AJ2
tennis-borussia-berlin-u19,Tennis Borussia Berlin U19,AJ2
sg-wattenscheid-09-u19,SG Wattenscheid 09 U19,AJ2
sc-paderborn-07-u19,SC Paderborn 07 U19,AJ2
fc-viktoria-koln-u19,FC Viktoria Köln U19,AJ2
ssv-ulm-1846-u19,SSV Ulm 1846 U19,AJ2
chemnitzer-fc-u19,Chemnitzer FC U19,AJ2
hallescher-fc-u19,Hallescher FC U19,AJ2
1-fc-magdeburg-u19,1.FC Magdeburg U19,AJ2
kickers-offenbach-u19,Kickers Offenbach U19,AJ2
1-fc-saarbrucken-u19,1.FC Saarbrücken U19,AJ2
fc-hertha-03-zehlendorf-u19,FC Hertha 03 Zehlendorf U19,AJ2
sv-tasmania-berlin-u19,SV Tasmania Berlin U19,AJ2
sv-waldhof-mannheim-u19,SV Waldhof Mannheim U19,AJ2
sv-darmstadt-98-u19,SV Darmstadt 98 U19,AJ2
fc-sachsen-leipzig-u19,FC Sachsen Leipzig U19 (- 2011),AJ2
ssv-jahn-regensburg-u19,SSV Jahn Regensburg U19,AJ2
sc-borea-dresden-u19,SC Borea Dresden U19,AJ2
kfc-uerdingen-05-u19,KFC Uerdingen 05 U19,AJ2
fc-viktoria-1889-berlin-u19,FC Viktoria 1889 Berlin U19,AJ2
fc-astoria-walldorf-u19,FC-Astoria Walldorf U19,AJ2
sc-fortuna-koln-u19,SC Fortuna Köln U19,AJ2
1-fc-monchengladbach-u19,1.FC Mönchengladbach U19,AJ2
sv-meppen-u19,SV Meppen U19,AJ2
sv-wacker-burghausen-u19,SV Wacker Burghausen U19,AJ2
niendorfer-tsv-u19,Niendorfer TSV U19,AJ2
sv-wehen-wiesbaden-u19,SV Wehen Wiesbaden U19,AJ2
fsv-frankfurt-u19,FSV Frankfurt U19,AJ2
rasenballsport-leipzig-uefa-u19,RB Leipzig UEFA U19,AJ2
ssv-reutlingen-05-u19,SSV Reutlingen 05 U19,AJ2
hertha-bsc-uefa-u19,Hertha BSC UEFA U19,AJ2
tsv-havelse-u19,TSV Havelse U19,AJ2
1-fc-lokomotive-leipzig-u19,1.FC Lokomotive Leipzig U19,AJ2
fc-bayern-munchen-uefa-u19,Bayern Munich UEFA U19,AJ2
borussia-dortmund-uefa-u19,Borussia Dortmund UEFA U19,AJ2
vfl-leverkusen-u19,VfL Leverkusen U19 (- 2017),AJ2
freiburger-fc-u19,Freiburger FC U19,AJ2
sc-verl-u19,SC Verl U19,AJ2
vfb-lubeck-u19,VfB Lübeck U19,AJ2
1-fsv-mainz-05-uefa-u19,1.FSV Mainz 05 UEFA U19,AJ2
spvgg-erkenschwick-u19,SpVgg Erkenschwick U19,AJ2
vfl-wolfsburg-uefa-u19,VfL Wolfsburg UEFA U19,AJ2
sv-sandhausen-u19,SV Sandhausen U19,AJ2
offenburger-fv-u19,Offenburger FV U19,AJ2
sv-bergisch-gladbach-09-u19,SV Bergisch Gladbach 09 U19,AJ2
jfv-nordwest-u19,JFV Nordwest U19 (- 2023),AJ2
bayer-04-leverkusen-uefa-u19,Bayer 04 Leverkusen UEFA U19,AJ2
1-fc-union-berlin-uefa-u19,1.FC Union Berlin UEFA U19,AJ2
blau-weiss-90-berlin-u19,Blau-Weiß 90 Berlin U19,AJ2
eimsbutteler-tv-u19,Eimsbütteler TV U19,AJ2
tus-koblenz-u19,TuS Koblenz U19,AJ2
djk-arminia-klosterhardt-u19,DJK/Arminia Klosterhardt U19,AJ2
sv-eintracht-trier-05-u19,SV Eintracht Trier 05 U19,AJ2
concordia-hamburg-u19,Concordia Hamburg U19,AJ2
reinickendorfer-fuchse-u19,Reinickendorfer Füchse U19,AJ2
fc-08-villingen-u19,FC 08 Villingen U19,AJ2
arminia-hannover-u19,Arminia Hannover U19,AJ2
sv-rodinghausen-u19,SV Rödinghausen U19,AJ2
1-fc-koln-uefa-u19,1.FC Köln UEFA U19,AJ2
borussia-neunkirchen-u19,Borussia Neunkirchen U19,AJ2
berliner-ak-07-u19,Berliner AK 07 U19,AJ2
vfl-oldenburg-u19,VfL Oldenburg U19,AJ2
sc-vier-und-marschlande-u19,SC Vier- und Marschlande U19,AJ2
vfb-oldenburg-u19,VfB Oldenburg U19,AJ2
vfl-theesen-u19,VfL Theesen U19,AJ2
tsg-sprockhovel-u19,TSG Sprockhövel U19,AJ2
osc-bremerhaven-u19,OSC Bremerhaven U19,AJ2
ksv-baunatal-u19,KSV Baunatal U19,AJ2
fc-schalke-04-uefa-u19,FC Schalke 04 UEFA U19,AJ2
tus-altrip-u19,TuS Altrip U19,AJ2
vfr-solde-u19,VfR Sölde U19,AJ2
fv-lorrach-brombach-u19,FV Lörrach-Brombach U19,AJ2
spvgg-egc-wirges-u19,SpVgg EGC Wirges U19,AJ2
tsg-1899-hoffenheim-uefa-u19,TSG 1899 Hoffenheim UEFA U19,AJ2
vfb-03-hilden-u19,VfB 03 Hilden U19,AJ2
sv-98-schwetzingen-u19,SV 98 Schwetzingen U19,AJ2
asc-dudweiler-u19,ASC Dudweiler U19,AJ2
vfb-kiel-u19,VfB Kiel U19,AJ2
spvgg-andernach-u19-1999-,Spvgg Andernach U19 (- 1999),AJ2
sv-fraulautern-u19,SV Fraulautern U19,AJ2
sv-bliesen-u19,SV Bliesen U19,AJ2
borussia-monchengladbach-uefa-u19,Borussia Mönchengladbach UEFA U19,AJ2
ht-16-hamburg-u19,HT 16 Hamburg U19,AJ2
1-sc-roden-1910-u19,1.SC Roden 1910 U19,AJ2
sportfreunde-eisbachtal-u19,Sportfreunde Eisbachtal U19,AJ2
ksv-hessen-kassel-u19,KSV Hessen Kassel U19,AJ2
vfr-mannheim-u19,VfR Mannheim U19,AJ2
tus-mayen-u19,TuS Mayen U19,AJ2
itzehoer-sv-u19-bis-2010-,Itzehoer SV U19 (- 2010),AJ2
asv-idar-oberstein-u19,ASV Idar-Oberstein U19,AJ2
sg-06-betzdorf-u19,SG 06 Betzdorf U19,AJ2
rendsburger-tsv-u19,Rendsburger TSV U19,AJ2
fv-donaueschingen-u19,FV Donaueschingen U19,AJ2
fc-germania-metternich-u19,FC Germania Metternich U19,AJ2
fc-singen-04-u19,FC Singen 04 U19,AJ2
sg-99-andernach-u19,SG 99 Andernach U19,AJ2
sv-mehring-u19-rhld-,SV Mehring U19 (Rhld.),AJ2
eintracht-frankfurt-uefa-u19,Eintracht Frankfurt UEFA U19,AJ2
mtsv-olympia-neumunster-u19,MTSV Olympia Neumünster U19,AJ2
sc-siemensstadt-u19,SC Siemensstadt U19,AJ2
bfc-preussen-u19,BFC Preussen U19,AJ2
tsb-flensburg-u19,TSB Flensburg U19,AJ2
fc-union-60-bremen-u19,FC Union 60 Bremen U19,AJ2
tus-bremerhaven-1893-u19-1977-,TuS Bremerhaven 1893 U19 (- 1977),AJ2
budelsdorfer-tsv-u19,Büdelsdorfer TSV U19,AJ2
sv-08-kuppenheim-u19,SV 08 Kuppenheim U19,AJ2
fc-dornbreite-lubeck-u19,FC Dornbreite Lübeck U19,AJ2
sv-atlas-delmenhorst-u19,SV Atlas Delmenhorst U19 (- 2020),AJ2
sv-rochling-volklingen-u19,SV Röchling Völklingen U19,AJ2
sv-saar-05-saarbrucken-u19,SV Saar 05 Saarbrücken U19,AJ2
tsv-reinbek-u19,TSV Reinbek U19,AJ2
altona-93-u19,Altona 93 U19,AJ2
heider-sv-u19,Heider SV U19,AJ2
sfl-bremerhaven-u19,SFL Bremerhaven U19,AJ2
greifswalder-sc-u19,Greifswalder SC U19,AJ2
fc-emmendingen-u19,FC Emmendingen U19,AJ2
fc-burgsolms-u19,FC Burgsolms U19,AJ2
eintracht-segeberg-u19,Eintracht Segeberg U19,AJ2
kehler-fv-07-u19,Kehler FV 07 U19,AJ2
fc-stahl-brandenburg-u19,FC Stahl Brandenburg U19,AJ2
sc-rapide-wedding-u19,SC Rapide Wedding U19 (- 2001),AJ2
ludwigshafener-sc-u19,Ludwigshafener SC U19,AJ2
sv-auersmacher-u19,SV Auersmacher U19,AJ2
1-fc-frankfurt-oder-u19,1.FC Frankfurt (Oder) U19,AJ2
tsv-wulsdorf-u19,TSV Wulsdorf U19,AJ2
fc-08-homburg-u19,FC 08 Homburg U19,AJ2
vfb-marburg-u19,VfB Marburg U19,AJ2
sc-staaken-1919-u19,SC Staaken 1919 U19,AJ2
fc-konstanz-u19-2012-,FC Konstanz U19 (- 2012),AJ2
1-fc-phonix-lubeck-u19,1.FC Phönix Lübeck U19,AJ2
fc-winterthur,FC Winterthur,C2
fc-schaffhausen,FC Schaffhausen,C2
fc-aarau,FC Aarau,C2
fc-chiasso,FC Chiasso,C2
ac-bellinzona,AC Bellinzona,C2
fc-wil-1900,FC Wil 1900,C2
fc-lugano,FC Lugano,C2
yverdon-sport-fc,Yverdon Sport FC,C2
fc-thun,FC Thun,C2
fc-fribourg,FC Fribourg,C2
fc-locarno,FC Locarno,C2
fc-biel-bienne,FC Biel-Bienne 1896,C2
fc-grenchen,FC Grenchen (1906 - 2015),C2
sc-kriens,SC Kriens,C2
etoile-carouge-fc,Etoile Carouge FC,C2
fc-baden,FC Baden 1897,C2
fc-luzern,FC Luzern,C2
fc-vaduz,FC Vaduz,C2
urania-geneve-sport,Urania Genève Sport,C2
fc-la-chaux-de-fonds,FC La Chaux-de-Fonds,C2
fc-nordstern-basel,FC Nordstern Basel,C2
neuchatel-xamax,Neuchâtel Xamax FCS,C2
fc-st-gallen-1879,FC St. Gallen 1879,C2
fc-bern,FC Bern,C2
sc-bruhl-sg,SC Brühl SG,C2
fc-solothurn,FC Solothurn,C2
fc-vevey-united,Vevey-Sports,C2
fc-lausanne-sport,FC Lausanne-Sport,C2
fc-wohlen,FC Wohlen,C2
cs-chenois,CS Chênois,C2
fc-cantonal-neuchatel,FC Cantonal Neuchâtel (- 1970),C2
fc-sion,FC Sion,C2
fc-wettingen,FC Wettingen,C2
servette-fc,Servette FC,C2
sc-zug,SC Zug (1915-1994),C2
fc-young-fellows-zh-aufgel-,FC Young Fellows ZH (- 1992),C2
fc-bulle,FC Bulle,C2
sr-delemont,SR Delémont,C2
fc-martigny-sports,FC Martigny-Sports,C2
es-fc-malley-ls,ES Malley,C2
fc-concordia-basel,FC Concordia Basel,C2
fc-mendrisiostar,FC Mendrisiostar,C2
fc-basel-1893,FC Basel 1893,C2
fc-zurich,FC Zürich,C2
bsc-young-boys,BSC Young Boys,C2
fc-stade-nyonnais,FC Stade Nyonnais,C2
grasshopper-club-zurich,Grasshopper Club Zurich,C2
fc-gossau,FC Gossau,C2
fc-mendrisio,FC Mendrisio,C2
bsc-old-boys,BSC Old Boys,C2
fc-moutier,FC Moutier,C2
fc-stade-lausanne-ouchy,FC Stade-Lausanne-Ouchy,C2
fc-monthey,FC Monthey,C2
fc-chur,FC Chur (-1997),C2
fc-porrentruy,FC Porrentruy,C2
cs-interstar-ge,CS Interstar GE,C2
fc-lengnau,FC Lengnau,C2
fc-etoile-sporting,FC Etoile-Sporting,C2
fc-laufen,FC Laufen,C2
fc-emmenbrucke,FC Emmenbrücke,C2
fc-frauenfeld,FC Frauenfeld,C2
fc-le-mont-ls,FC Le Mont LS,C2
fc-renens,FC Renens,C2
fc-montreux-sports,FC Montreux-Sports,C2
le-locle-sports,FC Le Locle,C2
fc-baulmes,FC Baulmes,C2
fc-blue-stars-zurich,FC Blue Stars Zürich,C2
fc-glarus,FC Glarus,C2
meyrin-fc,Meyrin FC,C2
fc-raron,FC Raron,C2
fc-rapperswil-jona,FC Rapperswil-Jona,C2
sc-yf-juventus-zurich,SC YF Juventus Zürich,C2
fc-bruttisellen-dietlikon,FC Brüttisellen-Dietlikon,C2
sc-derendingen,SC Derendingen,C2
fc-zug,FC Zug (1923-1994),C2
fc-bodio,FC Bodio,C2
fc-malcantone-agno-aufgel-2004-,FC Malcantone Agno (- 2004),C2
fc-red-star-zurich,FC Red Star Zürich,C2
fc-olten,FC Olten,C2
fc-ibach,FC Ibach,C2
fc-chatel-st-denis,FC Châtel-St-Denis,C2
fc-langenthal,FC Langenthal,C2
fc-helvetia-bern,FC Helvetia Bern,C2
fc-naters-oberwallis,FC Naters Oberwallis,C2
fc-aurore-bienne,FC Aurore Bienne,C2
fc-echallens-region,FC Echallens Région,C2
fc-altstatten,FC Altstätten,C2
fc-rapid-lugano,FC Rapid Lugano,C2
fc-wangen-bei-olten,FC Wangen bei Olten,C2
sc-bumpliz-78,SC Bümpliz 78,C2
sc-burgdorf,SC Burgdorf,C2
us-giubiasco,US Giubiasco,C2
fc-tuggen,FC Tuggen,C2
sc-buochs,SC Buochs,C2
us-pro-daro,US Pro Daro,C2
sc-cham,SC Cham,C2
fc-tossfeld,FC Tössfeld,C2
sv-schaffhausen,SV Schaffhausen,C2
fc-sursee,FC Sursee,C2
us-gambarogno,US Gambarogno,C2
fc-ruti,FC Rüti,C2
fc-schalke-04-u19,FC Schalke 04 U19,AJ3
vfb-stuttgart-u19,VfB Stuttgart U19,AJ3
borussia-dortmund-u19,Borussia Dortmund U19,AJ3
bayer-04-leverkusen-u19,Bayer 04 Leverkusen U19,AJ3
sv-werder-bremen-u19,SV Werder Bremen U19,AJ3
hertha-bsc-u19,Hertha BSC U19,AJ3
fc-bayern-munchen-u19,FC Bayern Munich U19 ,AJ3
vfl-wolfsburg-u19,VfL Wolfsburg U19,AJ3
1-fc-koln-u19,1.FC Köln U19,AJ3
vfl-bochum-u19,VfL Bochum U19,AJ3
hannover-96-u19,Hannover 96 U19,AJ3
borussia-monchengladbach-u19,Borussia Mönchengladbach U19,AJ3
1-fsv-mainz-05-u19,1.FSV Mainz 05 U19,AJ3
hamburger-sv-u19,Hamburger SV U19,AJ3
sc-freiburg-u19,SC Freiburg U19,AJ3
tsg-1899-hoffenheim-u19,TSG 1899 Hoffenheim U19,AJ3
eintracht-frankfurt-u19,Eintracht Frankfurt U19,AJ3
1-fc-kaiserslautern-u19,1.FC Kaiserslautern U19,AJ3
karlsruher-sc-u19,Karlsruher SC U19,AJ3
tsv-1860-munchen-u19,TSV 1860 München U19,AJ3
1-fc-nurnberg-u19,1.FC Nürnberg U19,AJ3
spvgg-greuther-furth-u19,SpVgg Greuther Fürth U19,AJ3
fc-hansa-rostock-u19,FC Hansa Rostock U19,AJ3
msv-duisburg-u19,MSV Duisburg U19,AJ3
fortuna-dusseldorf-u19,Fortuna Düsseldorf U19,AJ3
fc-st-pauli-u19,FC St. Pauli U19,AJ3
fc-energie-cottbus-u19,FC Energie Cottbus U19,AJ3
arminia-bielefeld-u19,Arminia Bielefeld U19,AJ3
rasenballsport-leipzig-u19,RasenBallsport Leipzig U19,AJ3
fc-carl-zeiss-jena-u19,FC Carl Zeiss Jena U19,AJ3
rot-weiss-essen-u19,Rot-Weiss Essen U19,AJ3
vfl-osnabruck-u19,VfL Osnabrück U19,AJ3
1-fc-union-berlin-u19,1.FC Union Berlin U19,AJ3
fc-augsburg-u19,FC Augsburg U19,AJ3
holstein-kiel-u19,Holstein Kiel U19,AJ3
rot-weiss-erfurt-u19,Rot-Weiß Erfurt U19,AJ3
preussen-munster-u19,Preußen Münster U19,AJ3
alemannia-aachen-u19,Alemannia Aachen U19,AJ3
dynamo-dresden-u19,Dynamo Dresden U19,AJ3
stuttgarter-kickers-u19,Stuttgarter Kickers U19,AJ3
rot-weiss-oberhausen-u19,Rot-Weiß Oberhausen U19,AJ3
fc-ingolstadt-04-u19,FC Ingolstadt 04 U19,AJ3
eintracht-braunschweig-u19,Eintracht Braunschweig U19,AJ3
wuppertaler-sv-u19,Wuppertaler SV U19,AJ3
spvgg-unterhaching-u19,SpVgg Unterhaching U19,AJ3
rot-weiss-ahlen-u19,Rot Weiss Ahlen U19,AJ3
1-fc-heidenheim-1846-u19,1.FC Heidenheim 1846 U19,AJ3
bonner-sc-u19,Bonner SC U19,AJ3
tennis-borussia-berlin-u19,Tennis Borussia Berlin U19,AJ3
sg-wattenscheid-09-u19,SG Wattenscheid 09 U19,AJ3
sc-paderborn-07-u19,SC Paderborn 07 U19,AJ3
fc-viktoria-koln-u19,FC Viktoria Köln U19,AJ3
ssv-ulm-1846-u19,SSV Ulm 1846 U19,AJ3
chemnitzer-fc-u19,Chemnitzer FC U19,AJ3
hallescher-fc-u19,Hallescher FC U19,AJ3
1-fc-magdeburg-u19,1.FC Magdeburg U19,AJ3
kickers-offenbach-u19,Kickers Offenbach U19,AJ3
1-fc-saarbrucken-u19,1.FC Saarbrücken U19,AJ3
fc-hertha-03-zehlendorf-u19,FC Hertha 03 Zehlendorf U19,AJ3
sv-tasmania-berlin-u19,SV Tasmania Berlin U19,AJ3
sv-waldhof-mannheim-u19,SV Waldhof Mannheim U19,AJ3
sv-darmstadt-98-u19,SV Darmstadt 98 U19,AJ3
fc-sachsen-leipzig-u19,FC Sachsen Leipzig U19 (- 2011),AJ3
ssv-jahn-regensburg-u19,SSV Jahn Regensburg U19,AJ3
sc-borea-dresden-u19,SC Borea Dresden U19,AJ3
kfc-uerdingen-05-u19,KFC Uerdingen 05 U19,AJ3
fc-viktoria-1889-berlin-u19,FC Viktoria 1889 Berlin U19,AJ3
fc-astoria-walldorf-u19,FC-Astoria Walldorf U19,AJ3
sc-fortuna-koln-u19,SC Fortuna Köln U19,AJ3
1-fc-monchengladbach-u19,1.FC Mönchengladbach U19,AJ3
sv-meppen-u19,SV Meppen U19,AJ3
sv-wacker-burghausen-u19,SV Wacker Burghausen U19,AJ3
niendorfer-tsv-u19,Niendorfer TSV U19,AJ3
sv-wehen-wiesbaden-u19,SV Wehen Wiesbaden U19,AJ3
fsv-frankfurt-u19,FSV Frankfurt U19,AJ3
rasenballsport-leipzig-uefa-u19,RB Leipzig UEFA U19,AJ3
ssv-reutlingen-05-u19,SSV Reutlingen 05 U19,AJ3
hertha-bsc-uefa-u19,Hertha BSC UEFA U19,AJ3
tsv-havelse-u19,TSV Havelse U19,AJ3
1-fc-lokomotive-leipzig-u19,1.FC Lokomotive Leipzig U19,AJ3
fc-bayern-munchen-uefa-u19,Bayern Munich UEFA U19,AJ3
borussia-dortmund-uefa-u19,Borussia Dortmund UEFA U19,AJ3
vfl-leverkusen-u19,VfL Leverkusen U19 (- 2017),AJ3
freiburger-fc-u19,Freiburger FC U19,AJ3
sc-verl-u19,SC Verl U19,AJ3
vfb-lubeck-u19,VfB Lübeck U19,AJ3
1-fsv-mainz-05-uefa-u19,1.FSV Mainz 05 UEFA U19,AJ3
spvgg-erkenschwick-u19,SpVgg Erkenschwick U19,AJ3
vfl-wolfsburg-uefa-u19,VfL Wolfsburg UEFA U19,AJ3
sv-sandhausen-u19,SV Sandhausen U19,AJ3
offenburger-fv-u19,Offenburger FV U19,AJ3
sv-bergisch-gladbach-09-u19,SV Bergisch Gladbach 09 U19,AJ3
jfv-nordwest-u19,JFV Nordwest U19 (- 2023),AJ3
bayer-04-leverkusen-uefa-u19,Bayer 04 Leverkusen UEFA U19,AJ3
1-fc-union-berlin-uefa-u19,1.FC Union Berlin UEFA U19,AJ3
blau-weiss-90-berlin-u19,Blau-Weiß 90 Berlin U19,AJ3
eimsbutteler-tv-u19,Eimsbütteler TV U19,AJ3
tus-koblenz-u19,TuS Koblenz U19,AJ3
djk-arminia-klosterhardt-u19,DJK/Arminia Klosterhardt U19,AJ3
sv-eintracht-trier-05-u19,SV Eintracht Trier 05 U19,AJ3
concordia-hamburg-u19,Concordia Hamburg U19,AJ3
reinickendorfer-fuchse-u19,Reinickendorfer Füchse U19,AJ3
fc-08-villingen-u19,FC 08 Villingen U19,AJ3
arminia-hannover-u19,Arminia Hannover U19,AJ3
sv-rodinghausen-u19,SV Rödinghausen U19,AJ3
1-fc-koln-uefa-u19,1.FC Köln UEFA U19,AJ3
borussia-neunkirchen-u19,Borussia Neunkirchen U19,AJ3
berliner-ak-07-u19,Berliner AK 07 U19,AJ3
vfl-oldenburg-u19,VfL Oldenburg U19,AJ3
sc-vier-und-marschlande-u19,SC Vier- und Marschlande U19,AJ3
vfb-oldenburg-u19,VfB Oldenburg U19,AJ3
vfl-theesen-u19,VfL Theesen U19,AJ3
tsg-sprockhovel-u19,TSG Sprockhövel U19,AJ3
osc-bremerhaven-u19,OSC Bremerhaven U19,AJ3
ksv-baunatal-u19,KSV Baunatal U19,AJ3
fc-schalke-04-uefa-u19,FC Schalke 04 UEFA U19,AJ3
tus-altrip-u19,TuS Altrip U19,AJ3
vfr-solde-u19,VfR Sölde U19,AJ3
fv-lorrach-brombach-u19,FV Lörrach-Brombach U19,AJ3
spvgg-egc-wirges-u19,SpVgg EGC Wirges U19,AJ3
tsg-1899-hoffenheim-uefa-u19,TSG 1899 Hoffenheim UEFA U19,AJ3
vfb-03-hilden-u19,VfB 03 Hilden U19,AJ3
sv-98-schwetzingen-u19,SV 98 Schwetzingen U19,AJ3
asc-dudweiler-u19,ASC Dudweiler U19,AJ3
vfb-kiel-u19,VfB Kiel U19,AJ3
spvgg-andernach-u19-1999-,Spvgg Andernach U19 (- 1999),AJ3
sv-fraulautern-u19,SV Fraulautern U19,AJ3
sv-bliesen-u19,SV Bliesen U19,AJ3
