Year,From_League,To_League,Longitude,Latitude,Distinction
2018,L1,ES1,9.947530988781384,51.52795418449237,0
2018,L1,ES1,8.996190355692066,51.193578122925494,1
2018,L1,ES1,8.059108179391993,50.82110886838697,2
2018,L1,ES1,7.137809064620551,50.41115241723988,3
2018,L1,ES1,6.233791937546956,49.964375756397615,4
2018,L1,ES1,5.34852760706212,49.48150577815606,5
2018,L1,ES1,4.483456371816475,48.96332809756152,6
2018,L1,ES1,3.6399856768970267,48.4106857742385,7
2018,L1,ES1,2.8194878239562087,47.824477940756836,8
2018,L1,ES1,2.023297738518041,47.20565833976981,9
2018,L1,ES1,1.2527107980941317,46.555233772303396,10
2018,L1,ES1,0.5089807246431199,45.87426245972091,11
2018,L1,ES1,-0.20668245519755146,45.163852322028525,12
2018,L1,ES1,-0.8931143787888374,44.42515917532245,13
2018,L1,ES1,-1.549198241873409,43.659384851310605,14
2018,L1,ES1,-2.17386661558281,42.86777524196835,15
2018,L1,ES1,-2.76610318311241,42.051618272509344,16
2018,L1,ES1,-3.3249443932385,41.2122418059697,17
2018,L1,ES1,-3.8494810279873874,40.351011482814464,18
2018,ES1,L1,-3.862422298649382,40.33072147145563,0
2018,ES1,L1,-2.9109661691419273,40.66476875005323,1
2018,ES1,L1,-1.9737553313784613,41.03691414676595,2
2018,ES1,L1,-1.0523145994267296,41.44655219213774,3
2018,ES1,L1,-0.14814312986287703,41.8930164172919,4
2018,ES1,L1,0.7372880173115526,42.37558043825611,5
2018,ES1,L1,1.602538272040361,42.89345913776739,6
2018,ES1,L1,2.4461998979771806,43.445809942634554,7
2018,ES1,L1,3.266900282830507,44.031734194579606,8
2018,ES1,L1,4.063304171562942,44.65027861232794,9
2018,ES1,L1,4.834115838811304,45.300436842568516,10
2018,ES1,L1,5.578081196993111,45.98115109726073,11
2018,ES1,L1,6.2939898366696845,46.69131387462393,12
2018,ES1,L1,6.980676995846153,47.42976976100978,13
2018,ES1,L1,7.637025455004501,48.19531731072581,14
2018,ES1,L1,8.261967354786364,48.986711000751704,15
2018,ES1,L1,8.854485933368348,49.80266325716807,16
2018,ES1,L1,9.413617180703174,50.641846550000785,17
2018,ES1,L1,9.938451406935265,51.50289555307269,18
2018,L1,FR1,2.373990788677001,46.81513128853011,0
2018,L1,FR1,3.337870854110908,47.10123609189174,1
2018,L1,FR1,4.280418825710429,47.451270462034344,2
2018,L1,FR1,5.19739985328873,47.86366170116167,3
2018,L1,FR1,6.084693958454257,48.33655694324598,4
2018,L1,FR1,6.938314545595727,48.867831478920095,5
2018,L1,FR1,7.754426313580598,49.45509830175628,6
2018,L1,FR1,8.529362487690486,50.095718833040934,7
2018,L1,FR1,9.259641294370523,50.78681477685878,8
2018,L1,FR1,9.941981604771993,51.52528105222193,9
2018,FR1,L1,9.949561721117572,51.520763926178034,0
2018,FR1,L1,8.985546937652817,51.23511337688941,1
2018,FR1,L1,8.042834119255094,50.88552321530571,2
2018,FR1,L1,7.125658856764783,50.47356414340255,3
2018,FR1,L1,6.23814200126717,50.00108708548847,4
2018,FR1,L1,5.384271149186619,49.47021487203714,5
2018,FR1,L1,4.567882726091273,48.883332701850144,6
2018,FR1,L1,3.792644749705703,48.24307742540403,7
2018,FR1,L1,3.0620403495766713,47.552325697530975,8
2018,FR1,L1,2.3793521174381063,46.81418105266318,9
2018,L1,GB1,9.948089591436823,51.524941009033995,0
2018,L1,GB1,8.971972133285007,51.859778260190225,1
2018,L1,GB1,7.982867794658869,52.1540466481995,2
2018,L1,GB1,6.982461884766817,52.4072447767938,3
2018,L1,GB1,5.97245896927115,52.618941228254116,4
2018,L1,GB1,4.954579965922953,52.78877529849178,5
2018,L1,GB1,3.930559212334922,52.91645761164291,6
2018,L1,GB1,2.9021415108885815,53.00177061312837,7
2018,L1,GB1,1.871079155810797,53.04456894033941,8
2018,L1,GB1,0.8391289474850765,53.044779670317205,9
2018,L1,GB1,-0.19195080091494754,53.00240244400442,10
2018,L1,GB1,-1.2204032593697147,52.917509466856984,11
2018,GB1,L1,-1.2333981882905203,52.91548485678315,0
2018,GB1,L1,-0.25722814554314155,52.58080093946234,1
2018,GB1,L1,0.7319224049125124,52.28668792478278,2
2018,GB1,L1,1.7323680751289103,52.0336469442759,3
2018,GB1,L1,2.7424042316971438,51.822109147900186,4
2018,GB1,L1,3.7603099002275533,51.65243496941601,5
2018,GB1,L1,4.784350697673314,51.524913512251835,6
2018,GB1,L1,5.8127817875006915,51.43976205690847,7
2018,GB1,L1,6.843850852670723,51.39712569074039,8
2018,GB1,L1,7.875801081366733,51.39707706074519,9
2018,GB1,L1,8.906874160380383,51.43961624978227,10
2018,GB1,L1,9.935313271055914,51.524670776431606,11
2018,L1,IT1,12.719466400032701,42.67506402839581,0
2018,L1,IT1,12.577515877103618,43.700375593488126,1
2018,L1,IT1,12.393244483576375,44.718932322394,2
2018,L1,IT1,12.166968108900498,45.728988142007665,3
2018,L1,IT1,11.899074650068936,46.72881155200923,4
2018,L1,IT1,11.590023346660978,47.716688593109865,5
2018,L1,IT1,11.240343993585313,48.6909257852271,6
2018,L1,IT1,10.850636032872721,49.64985303055342,7
2018,L1,IT1,10.421567526075389,50.59182647654148,8
2018,L1,IT1,9.953874009034358,51.515231333898036,9
2018,IT1,L1,9.9485571835693,51.524814590737094,0
2018,IT1,L1,10.09060434017254,50.49951640885398,1
2018,IT1,L1,10.274971730551293,49.48097705181527,2
2018,IT1,L1,10.501343300692284,48.4709425629468,3
2018,IT1,L1,10.769330990412598,47.471144406001976,4
2018,IT1,L1,11.078475398596506,46.48329649697927,5
2018,IT1,L1,11.428246570729343,45.509092266021135,6
2018,IT1,L1,11.818044907378397,44.55020175443104,7
2018,IT1,L1,12.247202192063458,43.60826875178508,8
2018,IT1,L1,12.71498273675492,42.684907978046,9
2018,ES1,FR1,2.374000083673522,46.811215187216916,0
2018,ES1,FR1,1.5013171370759135,46.2950131220792,1
2018,ES1,FR1,0.6655005438816932,45.7210351435156,2
2018,ES1,FR1,-0.1296307938121437,45.0919037954237,3
2018,ES1,FR1,-0.8804438675709516,44.410493621147154,4
2018,ES1,FR1,-1.5835081620817189,43.67991802949438,5
2018,ES1,FR1,-2.2356113294077335,42.90351506936471,6
2018,ES1,FR1,-2.8337738664218364,42.08483217797904,7
2018,ES1,FR1,-3.375262728356134,41.227609972401154,8
2018,ES1,FR1,-3.857603816266961,40.3357651584073,9
2018,FR1,ES1,-3.8625423378525765,40.33198455118677,0
2018,FR1,ES1,-2.989778316380164,40.84804952786903,1
2018,FR1,ES1,-2.153871572346361,41.421896208275484,2
2018,FR1,ES1,-1.3586414197533525,42.0509026484187,3
2018,FR1,ES1,-0.6077213185276982,42.73219487566777,4
2018,FR1,ES1,0.09545772700189303,43.4626600201222,5
2018,FR1,ES1,0.7476828445936139,44.23896053752328,6
2018,FR1,ES1,1.3459739739213603,45.057549458717844,7
2018,FR1,ES1,1.8875974826703352,45.914686595998205,8
2018,FR1,ES1,2.3700786566865286,46.806455632270875,9
2018,ES1,GB1,-3.8665663106927255,40.33302885732053,0
2018,ES1,GB1,-3.5011783626605464,41.25741018048161,1
2018,ES1,GB1,-3.1621869221841337,42.1917944624876,2
2018,ES1,GB1,-2.8498653932441727,43.13542810206219,3
2018,ES1,GB1,-2.5644656699568245,44.08755003812061,4
2018,ES1,GB1,-2.3062179334155317,45.04739236358219,5
2018,ES1,GB1,-2.075330466045024,46.01418094470395,6
2018,ES1,GB1,-1.8719894836169786,46.987136045436415,7
2018,ES1,GB1,-1.6963589850629148,47.96547295629782,8
2018,ES1,GB1,-1.5485806202055485,48.948402627259185,9
2018,ES1,GB1,-1.4287735755150663,49.93513230413055,10
2018,ES1,GB1,-1.3370344779826624,50.92486616793441,11
2018,ES1,GB1,-1.2734373171887938,51.91680597675103,12
2018,ES1,GB1,-1.2380333856289027,52.91015170951794,13
2018,GB1,ES1,-1.2307906791181509,52.91379186417226,0
2018,GB1,ES1,-1.596033419712306,51.989353156837154,1
2018,GB1,ES1,-1.9348780817995674,51.05491563717566,2
2018,GB1,ES1,-2.2470513797791867,50.11123294940147,3
2018,GB1,ES1,-2.532301539086518,49.15906619415778,4
2018,GB1,ES1,-2.7903984992547137,48.19918331467294,5
2018,GB1,ES1,-3.021134099463481,47.23235847739762,6
2018,GB1,ES1,-3.2243222464253236,46.25937144762262,7
2018,GB1,ES1,-3.3997990644738394,45.28100696058125,8
2018,GB1,ES1,-3.5474230277330037,44.29805408854322,9
2018,GB1,ES1,-3.6670750742608718,43.311305604410684,10
2018,GB1,ES1,-3.7586587020756426,42.32155734232964,11
2018,GB1,ES1,-3.822100046986577,41.32960755583233,12
2018,GB1,ES1,-3.857347942167131,40.33625627402841,13
2018,ES1,IT1,-3.8609663457021153,40.333799880547254,0
2018,ES1,IT1,-2.8715304148655916,40.31603326119433,1
2018,ES1,IT1,-1.8819366566872113,40.317851988210506,2
2018,ES1,IT1,-0.8925727144832136,40.33925534916468,3
2018,ES1,IT1,0.09617385845363868,40.38023495993989,4
2018,ES1,IT1,1.0839157506661206,40.44077476801752,5
2018,ES1,IT1,2.0702660442503173,40.5208510587654,6
2018,ES1,IT1,3.0548383664187906,40.6204324647273,7
2018,ES1,IT1,4.03724704085048,40.739479977910186,8
2018,ES1,IT1,5.017107238767474,40.87794696506435,9
2018,ES1,IT1,5.994035129680439,41.035779185950695,10
2018,ES1,IT1,6.967648031742176,41.21291481458757,11
2018,ES1,IT1,7.93756456165165,41.409284463469305,12
2018,ES1,IT1,8.903404784049549,41.624811210746635,13
2018,ES1,IT1,9.864790360346255,41.8594106303585,14
2018,ES1,IT1,10.821344696924534,42.112990825103395,15
2018,ES1,IT1,11.772693092658711,42.3854524626373,16
2018,ES1,IT1,12.718462885692288,42.67668881438413,17
2018,IT1,ES1,12.717634242435118,42.67074100300256,0
2018,IT1,ES1,11.728196641511907,42.68841436920464,1
2018,IT1,ES1,10.738603059141406,42.68650237424957,2
2018,IT1,ES1,9.749241138570984,42.66500576710335,3
2018,IT1,ES1,8.760498432301535,42.623932968409314,4
2018,IT1,ES1,7.77276225027555,42.56330006718961,5
2018,IT1,ES1,6.7864195081602015,42.48313081454281,6
2018,IT1,ES1,5.801856575784861,42.383456614340155,7
2018,IT1,ES1,4.819459125792454,42.264316510924004,8
2018,IT1,ES1,3.83961198256394,42.12575717381347,9
2018,IT1,ES1,2.8626989714750124,41.96783287942297,10
2018,IT1,ES1,1.8891027685441362,41.79060548980113,11
2018,IT1,ES1,0.9192047505308896,41.5941444283982,12
2018,IT1,ES1,-0.046615154456851826,41.37852665287154,13
2018,IT1,ES1,-1.007978615788188,41.14383662493975,14
2018,IT1,ES1,-1.9645090485087593,40.89016627729741,15
2018,IT1,ES1,-2.9158317608564364,40.61761497760319,16
2018,FR1,GB1,-1.2334839198272345,52.9151915060127,0
2018,FR1,GB1,-0.9028250030397071,51.94873275572592,1
2018,FR1,GB1,-0.5071577390998598,51.007018759067,2
2018,FR1,GB1,-0.048316930022494375,50.094416464974884,3
2018,FR1,GB1,0.47156967161415864,49.215157824587614,4
2018,FR1,GB1,1.0500912295567826,48.373320166691144,5
2018,FR1,GB1,1.6845650034908246,47.572807290188294,6
2018,FR1,GB1,2.3720487895372777,46.817331361266525,7
2018,GB1,FR1,2.3717646301896202,46.81197799164991,0
2018,GB1,FR1,2.0416219230479875,47.778613201115284,1
2018,GB1,FR1,1.6464576624447478,48.7205383798842,2
2018,GB1,FR1,1.1881043178501187,49.63338559971669,3
2018,GB1,FR1,0.6686873813550616,50.51292177369651,4
2018,GB1,FR1,0.09061551126533729,51.35506828604928,5
2018,GB1,FR1,-0.543430637412671,52.155919905641554,6
2018,GB1,FR1,-1.2305108437986885,52.91176289545459,7
2018,FR1,IT1,2.3757633590458305,46.81472186177801,0
2018,FR1,IT1,3.2433002186258584,46.282394220691145,1
2018,FR1,IT1,4.12839593265903,45.779802440818926,2
2018,FR1,IT1,5.030031664597109,45.307525057189864,3
2018,FR1,IT1,5.947169538623557,44.86610570983265,4
2018,FR1,IT1,6.8787538343558055,44.45605251799027,5
2018,FR1,IT1,7.823712202088316,44.07783749522236,6
2018,FR1,IT1,8.780956897177944,43.731896006068794,7
2018,FR1,IT1,9.749386032150236,43.4186262649002,8
2018,FR1,IT1,10.727884845085727,43.13838887753208,9
2018,FR1,IT1,11.7153269828259,42.89150642613032,10
2018,FR1,IT1,12.710575797522115,42.67826309788579,11
2018,IT1,FR1,12.717497811827942,42.672692826766905,0
2018,IT1,FR1,11.849877344284781,43.20488418755288,1
2018,IT1,FR1,10.964702693449931,43.70733692932511,2
2018,IT1,FR1,10.062992786736057,44.17947267710227,3
2018,IT1,FR1,9.145785585342523,44.62074795389315,4
2018,IT1,FR1,8.214136889454869,45.030654806294876,5
2018,IT1,FR1,7.269119122909833,45.40872138919961,6
2018,IT1,FR1,6.311820098724732,45.7545125089371,7
2018,IT1,FR1,5.343341766912429,46.06763012422741,8
2018,IT1,FR1,4.364798946023054,46.34771380436764,9
2018,IT1,FR1,3.377318039872763,46.594441144124815,10
2018,IT1,FR1,2.3820357409366806,46.80752813485756,11
2018,GB1,IT1,-1.2342785451618425,52.91317066364758,0
2018,GB1,IT1,-0.5205668241162442,52.18304932596481,1
2018,GB1,IT1,0.20790454132743008,51.46765359056648,2
2018,GB1,IT1,0.9508317898025069,50.767281766482434,3
2018,GB1,IT1,1.7079051320611,50.082225898002434,4
2018,GB1,IT1,2.478808880151675,49.412771642897965,5
2018,GB1,IT1,3.263221579055852,48.75919815330757,6
2018,GB1,IT1,4.060816140730424,48.121777959334466,7
2018,GB1,IT1,4.871259980497882,47.500776855405846,8
2018,GB1,IT1,5.694215155729136,46.896453789440656,9
2018,GB1,IT1,6.5293385067605385,46.30906075487217,10
2018,GB1,IT1,7.376281799986074,45.738842685570745,11
2018,GB1,IT1,8.234691873065355,45.186037353710134,12
2018,GB1,IT1,9.104210782187096,44.650875270620055,13
2018,GB1,IT1,9.984475951325972,44.13357959066663,14
2018,GB1,IT1,10.875120323431336,43.63436601820037,15
2018,GB1,IT1,11.775772513484494,43.15344271761074,16
2018,GB1,IT1,12.686056963360276,42.691010226524924,17
2018,IT1,GB1,12.719623758385104,42.67416346858884,0
2018,IT1,GB1,12.006118504874898,43.40448657633695,1
2018,IT1,GB1,11.277849443949037,44.12008825562208,2
2018,IT1,GB1,10.535120252616373,44.8206701115389,3
2018,IT1,GB1,9.778240637537941,45.50594001221766,4
2018,IT1,GB1,9.00752620588409,46.17561221063866,5
2018,IT1,GB1,8.223298333731105,46.82940746378441,6
2018,IT1,GB1,7.425884032052306,47.46705314907966,7
2018,IT1,GB1,6.61561581035955,48.088283378070805,8
2018,IT1,GB1,5.792831538051839,48.69283910729732,9
2018,IT1,GB1,4.957874303528957,49.28046824630886,10
2018,IT1,GB1,4.111092271128943,49.85092576278315,11
2018,IT1,GB1,3.2528385359488112,50.403973784700675,12
2018,IT1,GB1,2.3834709766094235,50.93938169953366,13
2018,IT1,GB1,1.503352106025531,51.456926250407946,14
2018,IT1,GB1,0.612848920243497,51.95639162919769,15
2018,IT1,GB1,-0.2876672545904455,52.437569566514014,16
2018,IT1,GB1,-1.1978209170674354,52.90025941855016,17
2019,L1,ES1,9.947530988781384,51.52795418449237,0
2019,L1,ES1,8.996190355692066,51.193578122925494,1
2019,L1,ES1,8.059108179391993,50.82110886838697,2
2019,L1,ES1,7.137809064620551,50.41115241723988,3
2019,L1,ES1,6.233791937546956,49.964375756397615,4
2019,L1,ES1,5.34852760706212,49.48150577815606,5
2019,L1,ES1,4.483456371816475,48.96332809756152,6
2019,L1,ES1,3.6399856768970267,48.4106857742385,7
2019,L1,ES1,2.8194878239562087,47.824477940756836,8
2019,L1,ES1,2.023297738518041,47.20565833976981,9
2019,L1,ES1,1.2527107980941317,46.555233772303396,10
2019,L1,ES1,0.5089807246431199,45.87426245972091,11
2019,L1,ES1,-0.20668245519755146,45.163852322028525,12
2019,L1,ES1,-0.8931143787888374,44.42515917532245,13
2019,L1,ES1,-1.549198241873409,43.659384851310605,14
2019,L1,ES1,-2.17386661558281,42.86777524196835,15
2019,L1,ES1,-2.76610318311241,42.051618272509344,16
2019,L1,ES1,-3.3249443932385,41.2122418059697,17
2019,L1,ES1,-3.8494810279873874,40.351011482814464,18
2019,ES1,L1,-3.862422298649382,40.33072147145563,0
2019,ES1,L1,-2.9109661691419273,40.66476875005323,1
2019,ES1,L1,-1.9737553313784613,41.03691414676595,2
2019,ES1,L1,-1.0523145994267296,41.44655219213774,3
2019,ES1,L1,-0.14814312986287703,41.8930164172919,4
2019,ES1,L1,0.7372880173115526,42.37558043825611,5
2019,ES1,L1,1.602538272040361,42.89345913776739,6
2019,ES1,L1,2.4461998979771806,43.445809942634554,7
2019,ES1,L1,3.266900282830507,44.031734194579606,8
2019,ES1,L1,4.063304171562942,44.65027861232794,9
2019,ES1,L1,4.834115838811304,45.300436842568516,10
2019,ES1,L1,5.578081196993111,45.98115109726073,11
